eid,year,references,journals
2-s2.0-3843152944,2004,0242590238|0010961772|0002697015|0001499243|38249019631|0000805593,Journal of Economic Theory|Journal of Economic Theory|Review of Economic Studies|Journal of Economic Theory|Games and Economic Behavior|Review of Economic Studies
2-s2.0-3843151725,2004,0034086440|84977364496|0035687303|0042409462|0039012055|0034532115|0032774165|84993843447|0031413974|0039624712|0031474088|0000009684|0033380782|0030518524,"European Economic Review|American Economic Review|Journal of Political Economy|Journal of Monetary Economics|Journal of Money, Credit and Banking|Review of Economic Studies|European Economic Review|The Journal of Finance|Quarterly Journal of Economics|American Economic Review|Journal of Political Economy|International Tax and Public Finance|Oxford Review of Economic Policy|Brookings Papers on Economic Activity"
2-s2.0-3843149570,2004,0001090622|38249028548|0001362392|0031414212|0034406285|0032798549|0032220645|0008682032|0031286129|0033470891|0034134722|38249009259|0036201918|0000771390|0033234870|0032771720|0007662785|67649385804|0032812549|84974125676|0001529276,Econometrica|Journal of Public Economics|American Political Science Review|Quarterly Journal of Economics|British Journal of Political Science|European Economic Review|American Political Science Review|Econometrica|American Political Science Review|Comparative Political Studies|Journal of Politics|Journal of Public Economics|Journal of Economic Theory|American Economic Review|American Political Science Review|European Economic Review|Quarterly Journal of Economics|Handbook of Public Economics|European Economic Review|American Political Science Review|Journal of Economic Theory
2-s2.0-3843141811,2004,0033484469|0022750222|0039097053|0141925323|84963034601|70350212710|0036219398|84986409625|0035622630|0030511150|0000667575|0031374315|0034800080,Journal of Business and Economic Statistics|Journal of labor economics|American Economic Review|Journal of Political Economy|Quarterly Journal of Economics|Handbook of Income Distribution|Econometrica|Journal of Applied Econometrics|Scandinavian Journal of Economics|Journal of Monetary Economics|Review of Economic Dynamics|Macroeconomic Dynamics|Economic Journal
2-s2.0-3843139615,2004,0040950615|43949167764|84926955922|3042581043|0010856411|0000068022|0037239946|0002470428|0036374633|0035539851|0003187405|0008780596|0000920235|77956888636|49549144751|0000305992|84974199018|0000016616|79952947268|84950953819,"Journal of Econometrics|Journal of Econometrics|Advances in Economics and Econometrics: Theory and Applications, Eighth World Congress, Volume II|American Economic Review|Review of Economic Studies|Journal of Econometrics|Review of Economic Studies|Journal of the American Statistical Association|Econometrica|Annals of Statistics|Journal of Econometrics|Econometrica|Journal of Econometrics|Biometrika|Journal of Econometrics|Journal of Econometrics|Econometric Theory|Econometrica|Journal of the American Statistical Association|Journal of the American Statistical Association"
2-s2.0-3843129848,2004,0025021555|0001135843|85077390164|0000782464|84959843820|0034373060|0033446330|0031487301|0005231253|0025657838|0029516041|21844517334|0348197223|3843113981,Science|American Economic Review|RAND Journal of Economics|Oxford Economic Papers|Review of Economic Studies|RAND Journal of Economics|RAND Journal of Economics|Journal of Economics and Management Strategy|Review of Economic Studies|European Economic Review|Economic Policy|RAND Journal of Economics|Econometrica|The Journal of Finance
2-s2.0-3843129847,2004,21844504524|0001345904|0030370039|0010134524|0000073065|43949150550|0030511150|0037289362|0037615624|0036343980|84916296747|0001607371|49849118671|49649157588|0010050491|0001098887|0009960241|0001028786|0000963847|2942757485,Quarterly Journal of Economics|Journal of Economic Literature|Econometrica|Journal of Economic Theory|Journal of Economic Theory|Carnegie-Rochester Confer. Series on Public Policy|Journal of Monetary Economics|Review of Economic Dynamics|Journal of Monetary Economics|Economics Letters|Quarterly Journal of Economics|Journal of Economic Theory|Journal of Economic Theory|Journal of Economic Theory|Review of Economic Studies|Journal of Economic Theory|Journal of Economic Theory|Journal of Monetary Economics|Review of Economic Studies|Quarterly Journal of Economics
2-s2.0-3843090739,2004,84914722338|0030402913|0040944384|0033420873|0027036618|0028588795|0036656258|0001635531|0002087916|0036181348|33845348251|0031481783|0027770211|77956724779|5544310744|0002216440|0036228739|0000034073,Review of Economic Studies|Journal of Political Economy|Quarterly Journal of Economics|Review of Economics and Statistics|American Economic Review|Journal of Political Economy|Review of Economic Studies|Journal of Econometrics|Journal of Economic Perspectives|Review of Economic Studies|Review of Economic Studies|Journal of Business and Economic Statistics|Journal of Political Economy|Handbook of Labor Economics|Journal of Political Economy|Journal of Econometrics|Economic Journal|Journal of Econometrics
2-s2.0-3843080884,2004,0039842662|0000016303|0036436530|0000779299|38249039740,Quarterly Journal of Economics|Econometrica|Econometrica|American Economic Review|Journal of Economic Theory
2-s2.0-3843074413,2004,0033931703|0035083065|0026342379|0024265793|0020466217|0040165091|0031501780|84923993122|84959812005|0022832769|0000729681|0023519256|0024230062|84963002254,World Development|Journal of Political Economy|Journal of Development Economics|Handbook of Development Economics|American Economic Review|Review of Economics and Statistics|Journal of Business and Economic Statistics|The Theory of Incentives: The Principal-Agent Model|Review of Economic Studies|The Journal of Development Studies|Journal of Econometrics|Journal of Political Economy|Journal of Development Economics|Review of Economic Studies
2-s2.0-3843073330,2004,70350121618|0029190847|1842832032|0001620014|3843074810|0000306101|70350342017|84910319124,Handbook of Econometrics|Econometrica|Journal of Political Economy|Journal of Econometrics|Biometrika|Econometrica|Handbook of Statistics|Review of Economic Studies
2-s2.0-3843051497,2004,84963057501|1942533418|0001393537|0035642059|84962996696|17344375455|0042768576|11244314971|0001246509|0032750573|84960599817|0039993932|0000737515|0001599360|0001105480|0036176877|0000243189|0038842581|84962984410|0346207515,Review of Economic Studies|Review of Economic Studies|Econometrica|Review of Financial Studies|Review of Economic Studies|European Economic Review|Review of Economic Studies|Journal of Economic Theory|Review of Economic Studies|Journal of International Trade and Economic Development|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Economic Studies|American Economic Review|Review of Economic Studies|Review of Economic Studies|Journal of Economic Literature|IMF Staff Papers|Review of Economic Studies|University of Chicago Law Review
2-s2.0-1942533418,2004,84963057501|0001393537|84993839692|0024935827|84959777265|0000482017|34547433726|0001203076|0039470461|84948892850|84977721089|84960599817|0039993932|0000180018|0000737515|0031474088|0001081112|49449125071|0013084399,Review of Economic Studies|Econometrica|The Journal of Finance|Quarterly Journal of Economics|Review of Economic Studies|Review of Economic Studies|Quarterly Journal of Economics|Review of Economic Studies|Journal of Finance|Review of Economic Studies|The Journal of Finance|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Economic Literature|Review of Economic Studies|Journal of Political Economy|Journal of Economic Theory|Journal of Financial Economics|Journal of Finance
2-s2.0-1942533401,2004,0011574501|0004051371|0031522011|0031422563|85011227582|0001093750|0001203970|0346836855|0033509729|0040182528|0009480521|0030446233,Journal of Economic Perspectives|Review of Economic Studies|Journal of Business and Economic Statistics|American Economic Review|Journal of Business and Economic Statistics|American Economic Review|Journal of Econometrics|International Economic Review|Journal of Human Resources|International Economic Review|Journal of Economic Literature|Journal of Human Resources
2-s2.0-1942501566,2004,85077390164|0029190847|0033469688|0031480164|4243427874|2142732594|1942479041|0034419501|0043171155|21344481926|85020616309|1942479042|85077525499,RAND Journal of Economics|Econometrica|RAND Journal of Economics|Econometric Theory|International Journal of Industrial Organization|International Journal of Industrial Organization|RAND Journal of Economics|RAND Journal of Economics|Journal of Law and Economics|RAND Journal of Economics|American Economic Review|Journal of the European Economic Association|RAND Journal of Economics
2-s2.0-1942501565,2004,30244508525|84960565609|27744568768|0034981137|34249838202|34247616236|84957363402|0029475837|0001266334|0002870714|38249001573|84960575613|0001382115|0001492249|0000148018|0000053260,Journal of the American Statistical Association|Quarterly Journal of Economics|Journal of Political Economy|Review of Economic Studies|Journal of Risk and Uncertainty|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Political Economy|Journal of Mathematical Economics|Journal of Economic Theory|Journal of Econometrics|Review of Economic Studies|Journal of Econometrics|Journal of Economic Perspectives|Journal of Political Economy|Econometrica
2-s2.0-1942437402,2004,0002389286|0035621417|0031506231|12944309040|0009940965|0000294313|66949150239|0001492602|84988123036|0036212678|0000683478,Journal of Economic Theory|RAND Journal of Economics|RAND Journal of Economics|Handbook of Industrial Organization|Journal of Financial Economics|Econometrica|Oxford Economic Papers|Econometrica|Journal of Economics & Management Strategy|Econometrica|Journal of Economic Theory
2-s2.0-1942437394,2004,0031786888|0033429664|44949278340|0037297522|0001957808|0002563938|0029520739|0001551170,Journal of Development Economics|Economic Journal|Journal of Monetary Economics|International Economic Review|Journal of Economic Perspectives|Journal of Monetary Economics|European Economic Review|Journal of Economic Theory
2-s2.0-1942437393,2004,0039054589|85005305842|0040657463|84959845015|84960552346|0032764396|0034820041|0000817409|0008374910|0000391943|1942446725|0029483917,Journal of Labor Economics|Economic Inquiry|Quarterly Journal of Economics|Review of Economic Studies|Review of Economic Studies|Economic Journal|Review of Economic Studies|Journal of Economic Literature|Quarterly Journal of Economics|Econometrica|B.E. Journal of Macroeconomics|Journal of Political Economy
2-s2.0-1942437392,2004,0032883721|77956789018|0010108855|0000627340|0000591030|77956789017|84916255583|0347851027|84987325964,Oxford Economic Papers|Handbook of Labor Economics|International Economic Review|Journal of Economic Theory|Oxford Bulletin of Economics and Statistics|Handbook of Labor Economics|Quarterly Journal of Economics|Review of Economic Studies|Industrial Relations: A Journal of Economy and Society
2-s2.0-1942437376,2004,0035006222|0039131029|0008825906|84960613841|0001019649|0000577806|0013118759|0003164748|0039613915|0035588513|0000210848|0031413974|84960552346|0009450773|0034553083|0001503097|0000329790|0346613552|0013114164|43949170563|0009895248|84993914974|84977702514|0001051586|84982606850|0040531555,European Economic Review|International Economic Review|Journal of Economic Growth|Quarterly Journal of Economics|Journal of Financial Intermediation|Journal of Financial Economics|Journal of Multinational Financial Management|Journal of Financial Economics|American Economic Review|Review of Financial Studies|Journal of Political Economy|Quarterly Journal of Economics|Review of Economic Studies|American Economic Review|RAND Journal of Economics|Journal of Finance|Journal of Economic Literature|American Economic Review|Journal of Corporate Finance|European Economic Review|Journal of Finance|The Journal of Finance|The Journal of Finance|American Economic Review|European Financial Management|Journal of Finance
2-s2.0-11144357762,2004,0012782386|84960565609|27744568768|0001015501|0001635606|0036275062|0001447218|0042229379|0038789790|0012768720|0348166371|0030268928|58149326017|1942446731,American Economic Review|Quarterly Journal of Economics|Journal of Political Economy|Journal of Economic Perspectives|Econometrica|Journal of Economic Theory|American Economic Review|Journal of Economic Psychology|Journal of Economic Behavior and Organization|American Economic Review|Games and Economic Behavior|Games and Economic Behavior|Games and Economic Behavior|Games and Economic Behavior
2-s2.0-11144355850,2004,0036686161|38249011310|0003161771|84974380232|0000457224|0000702750|0013082741|84892642303,"Journal of Economic Theory|Games and Economic Behavior|International Journal of Game Theory|World Politics|World Politics|Journal of Economic Theory|American Economic Review|Advances in Economics and Econometrics: Theory and Applications, Eighth World Congress, Volume 1"
2-s2.0-11144355150,2004,1942542870|46549100281|84960613980|0035645231|0348139680|1942479048|0000628071|43949174900|0013275709|85076418693|0003139952,Theory and Decision|Journal of International Economics|Review of Economic Studies|RAND Journal of Economics|International Economic Review|Journal of Economic Theory|American Economic Review|Carnegie-Rochester Confer. Series on Public Policy|Games and Economic Behavior|RAND Journal of Economics|Journal of Economic Theory
2-s2.0-7444263628,2004,0042132534|0031428722|84942834707|0012574389|4344583937|0027756557|0002729879|0000473191|1542605536|0001837428|0001908402|0028884086|0012578335|1542422513|0040755050|0029908088|0040082026|0032052442|0000698040|0040016339|0036867083|0031411210|0030449033|0000132908|0000443465|84960609976|0038980895|0002875706,Journal of Economic Literature|Review of Economic Studies|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Economic Growth|Journal of Political Economy|Journal of Economic Growth|Review of Economic Studies|NBER Macroeconomics Annual|American Economic Review|American Economic Review|Applied Economics|Journal of Economic Growth|Journal of Economic Growth|Journal of Economic Growth|Quarterly Journal of Economics|Journal of Economic Growth|Journal of Development Economics|American Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|American Economic Review|American Economic Review|American Economic Review|Review of Economic Studies|Quarterly Journal of Economics|American Economic Review
2-s2.0-7444262076,2004,0002775221|0001658840|38249007233|0002859476|0347354945|0001420299|0242381885|33746404294|18544376108|0000709535|84904755473|0030545862|84952181953|0001251517|0030364024|33845949546|70350096085|84986413049,Journal of Econometrics|Econometrica|Journal of Econometrics|Journal of Econometrics|Journal of Econometrics|Econometrica|Journal of Business and Economic Statistics|Biometrika|Econometric Theory|Journal of Econometrics|Journal of Applied Econometrics|Journal of Business and Economic Statistics|Journal of Business and Economic Statistics|Review of Economic Studies|Econometrica|Journal of Business and Economic Statistics|Handbook of Econometrics|Journal of Applied Econometrics
2-s2.0-7444259808,2004,0036997690|0036704133|46149135003|38249020086|0000285462|84981863506|0001246509|0345854934|38249001510|46549094093|0040389025|0002226230|0141727343|0000330880,Journal of Political Economy|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Monetary Economics|American Economic Review|Review of Economic Studies|Journal of Economic Theory|Journal of Monetary Economics|Journal of Public Economics|Journal of Public Economics|Journal of Monetary Economics|Journal of Economic Theory|Journal of Economic Theory
2-s2.0-7444259211,2004,0031410482|0001724531|0033401906|0039131029|0012465870|0010108855|0035164598|0035702740|84960552346|5544239166|0040313390|77956789017|84962992015|85021636127|0001181743|0034896155,Review of Economic Studies|Economic Journal|Journal of Political Economy|International Economic Review|Economic Journal|International Economic Review|Journal of Political Economy|Journal of Economic Theory|Review of Economic Studies|Journal of Political Economy|Journal of Labor Economics|Handbook of Labor Economics|Review of Economic Studies|American Economic Review|Oxford Economic Papers|Economic Journal
2-s2.0-7444258646,2004,85005305538|67649306602|0040834713|0036845117|0037296961|0010992516|0345896413|0030079241|0003149743|34548495689|0039820167|0001551170|0002875521|0002231077|0039842605|0031286885|0038849749|0000485979,Quarterly Journal of Economics|Handbook of Game Theory with Economic Applications|Quarterly Journal of Economics|Journal of Monetary Economics|International Economic Review|Economic Theory|Economica|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Economic Theory|Journal of Monetary Economics|Journal of Economic Theory|Econometrica|Journal of Monetary Economics|Quarterly Journal of Economics|Economic Theory|International Economic Review|Review of Economic Dynamics
2-s2.0-7444249743,2004,38249009224|0001463973|38249003877|0001604376|0000767824|0030640010|0000627340|38149146209|0003004181|84959805787|0030528516,Games and Economic Behavior|American Economic Review|Journal of Economic Theory|Review of Economic Studies|Journal of Economic Behavior and Organization|Journal of Economic Theory|Journal of Economic Theory|European Economic Review|Journal of Economic Theory|Review of Economic Studies|International Journal of Industrial Organization
2-s2.0-7444246290,2004,0008825906|17944372226|0001595272|0038660471|0037240950|84923993122|0013431111|0012678375|0001280440|0040597119|0001297642,"Journal of Economic Growth|Review of Economic Studies|American Economic Review|Review of Economic Studies|Review of Economic Studies|The Theory of Incentives: The Principal-Agent Model|Review of Economic Studies|Journal of Economic Growth|Review of Economic Studies|Quarterly Journal of Economics|Journal of Law, Economics, and Organization"
2-s2.0-7444245134,2004,0000234053|0034956749|0000392047|18744384936|43949150550|43949154401|5544310744|0347750943|0035584314|0031533473|0001509947|0038026643|0000095008,Journal of Political Economy|Journal of Political Economy|Econometrica|Review of Economics and Statistics|Carnegie-Rochester Confer. Series on Public Policy|Review of Economics and Statistics|Journal of Political Economy|International Economic Review|Journal of Labor Economics|Journal of Labor Economics|Econometrica|Journal of Political Economy|Journal of Public Economics
2-s2.0-7444240948,2004,0031412501|84989030168|0001372237|84988101417|0003038856|0442305419|0002474504|0000852512|0001280296|0031518540|0001342985|0001927815,European Economic Review|Strategic Management Journal|Review of Economic Studies|Journal of Economics & Management Strategy|Journal of Economic Theory|Journal of Economic Theory|European Economic Review|Review of Economic Studies|Research Policy|RAND Journal of Economics|RAND Journal of Economics|Quarterly Journal of Economics
2-s2.0-7444230561,2004,0002731407|0346236375|84892153753|81155141356|0002823088|3142764048|0036071702|84987323838|0035193003|0036056788|0001257372|84971166465,Econometrica|Review of Economic Studies|Review of Economic Studies|Quarterly Journal of Economics|Journal of Public Economics|Econometrica|Econometrica|Industrial Relations: A Journal of Economy and Society|Games and Economic Behavior|Review of Economic Studies|Journal of Public Economics|Industrial Relations: A Journal of Economy and Society
2-s2.0-7444226447,2004,0001737445|34250446073|0030268712|0002444388|0008345269|0032220188|0011404824|0001287261|0042267291|84963001788|0036176621|0000313195|84962996767|33846669324|0040092311|38249022207|0001961162|85008743642,Journal of Economic Theory|Public Choice|Journal of Economic Theory|Journal of Public Economics|Mathematical social sciences|Economic Theory|Journal of Public Economics|Journal of Economics|Review of Economic Studies|Review of Economic Studies|Journal of Public Economics|Review of Economic Studies|Review of Economic Studies|Journal of Economic Theory|Journal of Economic Theory|Journal of Economic Theory|Journal of Public Economics|Quarterly Journal of Economics
2-s2.0-7444225369,2004,38249003168|0031891093|84993843493|0006036892|0000355626|0001908707|0347608199|0033128130|84993613651|0345401653|0039559294|0000621414|0030555417|33845348251|0000553475|38249001573|0032336023|0042514739|0000098278|0035598328|0031537785|0002623709,Journal of Econometrics|Review of Economic Studies|The Journal of Finance|Econometrica|Journal of Economic Dynamics and Control|Stochastic Processes and their Applications|Journal of Econometrics|Journal of Financial Markets|The Journal of Finance|Journal of Financial Economics|Journal of Financial Economics|Econometrica|Journal of Financial and Quantitative Analysis|Review of Economic Studies|American Economic Review|Journal of Econometrics|Review of Financial Studies|Journal of Financial Markets|Review of Economic Studies|Review of Financial Studies|Review of Financial Studies|Econometric Theory
2-s2.0-10744232923,2004,84974489645|0040168239|84959835849|0001286236|34248322779|0032219092|84959796175|84963034321,American Political Science Review|American Political Science Review|Review of Economic Studies|Review of Economic Studies|Public Choice|American Political Science Review|Quarterly Journal of Economics|Quarterly Journal of Economics
2-s2.0-10744220190,2004,0037330105|0003231024|20644451013|0009886306|84960593275|45949113342|0029482618|0031115817|47749120440|6244247321|0033371874|0034088210|17944377188|0000243189|0025662698|84963002254,Journal of Development Economics|Economic Journal|Economics of Transition|Journal of Economic Theory|Quarterly Journal of Economics|Journal of Economic Theory|Journal of Development Economics|Journal of Economic Theory|Review of Economic Studies|Economic Journal|Journal of Development Economics|European Economic Review|Review of Economic Studies|Journal of Economic Literature|World Bank Economic Review|Review of Economic Studies
2-s2.0-0842334035,2004,0035607246|0007291464|21844501564|0030306654|0012944153|0041852124|0000186672|0041440935|0033424358|0030269025|38249010010|0031578591,RAND Journal of Economics|European Economic Review|Journal of Risk and Uncertainty|Economic Theory|Games and Economic Behavior|International Economic Review|Econometrica|International Economic Review|RAND Journal of Economics|Journal of Economic Theory|Journal of Economic Theory|Economics Letters
2-s2.0-0842334031,2004,0000248453|84963034558|84983912171|0000271915|0024937054|84963022474,Journal of Political Economy|Review of Economic Studies|Journal of Applied Econometrics|Journal of Political Economy|Seasonal variability in Third World agriculture|Quarterly Journal of Economics
2-s2.0-0842322901,2004,0000438449|0001301087|0030319344|0028863443|0032443201|0028588795|84963002254,Review of Economic Studies|Journal of Political Economy|American Economic Review|World Development|The analysis of household surveys: a microeconomic approach to development policy|Journal of Political Economy|Review of Economic Studies
2-s2.0-0842312525,2004,0030102652|0000248378|0032220634|0033147507|84947888023|0000721263|0038905591|0006797270|84971814894,American Political Science Review|American Economic Review|American Political Science Review|Journal of Public Economics|The Journal of Mathematical Sociology|Theory and Decision|European Journal of Political Economy|Journal of Public Economics|American Political Science Review
2-s2.0-0842312523,2004,0035019757|0033948243|0041724286|33745571161|0038066576|0032237076|0000749777|84892642303|0001054430|44949269402,"European Economic Review|Journal of International Economics|NBER Macroeconomics Annual|Journal of International Economics|Journal of Economic Theory|Brookings Papers on Economic Activity|American Economic Review|Advances in Economics and Econometrics: Theory and Applications, Eighth World Congress, Volume 1|European Economic Review|Journal of Mathematical Economics"
2-s2.0-0842290967,2004,0033401906|0030402913|84959805365|0001078628|77957134841|0000142298|0040944384|0027036618|38149146563|0001301158|77956779653|0033464684|0025621039|0346567431|77956789017,Journal of Political Economy|Journal of Political Economy|Review of Economic Studies|Journal of Monetary Economics|Handbook of Labor Economics|European Economic Review|Quarterly Journal of Economics|American Economic Review|Journal of Economic Theory|Journal of Public Economics|Handbook of Labor Economics|Southern Economic Journal|Quarterly Journal of Economics|Journal of Economic Theory|Handbook of Labor Economics
2-s2.0-0842290936,2004,0029799225|0036183121|0040909354|0001638317|0031518545|84960552346|0040955220|0027713860|0000605080|84963060954|21144468449|84962992015|0029800061,American Economic Review|Review of Economic Studies|International Economic Review|American Economic Review|Journal of Labor Economics|Review of Economic Studies|Journal of Labor Economics|American Economic Review|Journal of Monetary Economics|Review of Economic Studies|Quarterly Journal of Economics|Review of Economic Studies|American Economic Review
2-s2.0-0842290934,2004,0001180740|0000306074|0029190847|0029540769|0030318587|0842291796|0029202330|0000306101|0141908240|0036093872|0001796501,Review of Economic Studies|RAND Journal of Economics|Econometrica|American Economic Review|American Economic Review|Review of Economic Studies|Econometrica|Econometrica|Journal of Business|Econometrica|Review of Economic Studies
2-s2.0-0842269287,2004,0040515070|0035613523|0001798665|84977712440|85017108575|46549099071|0016997122,Journal of Banking and Finance|Review of Economics and Statistics|Financial Analysts Journal|The Journal of Finance|Econometrica|Journal of Monetary Economics|Bell J Econ
2-s2.0-0842269255,2004,0030102652|0003119518|0034336856|0034040259|0000584976|0032220634|0034336870|0034961603|0032220650|84971814894,American Political Science Review|American Political Science Review|American Political Science Review|Journal of Political Economy|Econometrica|American Political Science Review|American Political Science Review|Journal of Political Economy|American Political Science Review|American Political Science Review
2-s2.0-27744538368,2005,70350121618|0029481475|21444446995|0031327745|0346389567|0347623647|70350347433|0000736414|85017108575|0001909961|0030353235|38249000331|0346362776|84950930899,Handbook of Econometrics|Review of Economics & Statistics|Journal of Applied Econometrics|Econometric Theory|Journal of Econometrics|International Economic Review|Handbook of Statistics|Econometrica|Econometrica|Journal of Econometrics|Econometrica|Journal of International Economics|International Economic Review|Journal of the American Statistical Association
2-s2.0-27744535413,2005,0002893643|0036093822|17544386283|0036773888|0032979621|0001649619|0001127159|0034961603|0000033632|0001752681,Journal of Political Economy|Econometrica|Games and Economic Behavior|Review of Economic Studies|Journal of Political Economy|Quarterly Journal of Economics|Journal of Economic Theory|Journal of Political Economy|Journal of Political Economy|Econometrica
2-s2.0-27744498536,2005,0033850785|1842761453|0035657724|85108074356|0039964954|0036005164|0035597552|0033967614|0030354002,Journal of Political Economy|Review of Economic Dynamics|Review of Economic Studies|B.E. Journal of Macroeconomics|American Economic Review|Journal of Business and Economic Statistics|Scandinavian Journal of Economics|European Economic Review|Econometrica
2-s2.0-27744486508,2005,0001509492|33847355818|38349068317|0032802453|0033847960|0036300193|0037307791|0035623540|0020234736|3042711506|0027065751|0033436976|0020379611,African Affairs|Journal of Econometrics|Journal of the American Statistical Association|Climatic Change|Population and Development Review|European Economic Review|American Political Science Review|Oxford Bulletin of Economics and Statistics|Studies in Third World Societies|Journal of Economic Perspectives|American Economic Review|Review of Economics and Statistics|American Economic Review
2-s2.0-27744476246,2005,0038978081|0036816647|0002791273|0000417911|0002560703|0001743121|0009666159|0033853199|84962985478|0002723339|0000092680,Quarterly Journal of Economics|Journal of Economic Theory|Journal of Public Economics|Journal of Economic Theory|Journal of Mathematical Economics|Journal of Political Economy|Journal of Economic Theory|Journal of Political Economy|Quarterly Journal of Economics|Journal of Economic Behavior and Organization|Journal of Economic Theory
2-s2.0-27744462872,2005,0001724645|0141838159|84962983976|0038730502|0000369606|0000779299|3142724256|0000284586|0002476903|84925910020,Econometrica|Games and Economic Behavior|Review of Economic Studies|Games and Economic Behavior|Econometrica|American Economic Review|Econometrica|Review of Economic Studies|Econometrica|Review of Economic Studies
2-s2.0-27744446763,2005,0001582531|0040657463|84960552346|0003169321|0033653209|0006862034|0033652586|1642371170|0942278086|0001019615|0036056727|0000391943|1942446725|0034410372,Journal of Economic Theory|Quarterly Journal of Economics|Review of Economic Studies|Econometrica|Journal of Political Economy|American Economic Review|Journal of Political Economy|International Economic Review|Journal of Political Economy|Journal of Political Economy|Review of Economic Studies|Econometrica|B.E. Journal of Macroeconomics|RAND Journal of Economics
2-s2.0-27744441245,2005,0033850785|0000156053|0000047175|63349109139|0346307679|0008773051|0040322024|0036313273,Journal of Political Economy|Journal of Political Economy|Econometrica|Review of Economic Studies|NBER Macroeconomics Annual|Economic Journal|Quarterly Journal of Economics|Journal of Political Economy
2-s2.0-27744439459,2005,17144373135|4143049048|0031418604|0032816110|0036417734|66049136577|0142027654|0345411544|0003051404|0035180722,Journal of Economic Geography|Regional Science and Urban Economics|Journal of Political Economy|Economic Journal|Review of Economics and Statistics|Handbook of Regional and Urban Economics|Journal of Economic Geography|Regional Science and Urban Economics|Journal of Economic Growth|Journal of Urban Economics
2-s2.0-24344463379,2005,0002181045|0033469688|0026958166|0035017528|0043246466|0038787052|5644276554|0041472692|0344417092|0034997353|0035545469|38249004393|0031430647|1942479042|1942501566|84959803381|84959796175|84963034321|84984458699,Quarterly Journal of Economics|RAND Journal of Economics|Economic Record|European Economic Review|RAND Journal of Economics|Information Economics and Policy|Journal of Industrial Economics|Journal of Economics and Management Strategy|Review of Industrial Organization|European Economic Review|International Journal of Industrial Organization|Economics Letters|Economic Policy|Journal of the European Economic Association|Review of Economic Studies|Review of Economic Studies|Quarterly Journal of Economics|Quarterly Journal of Economics|Economic Record
2-s2.0-22144493780,2005,0001497486|8744302666|38248999435|0041723583|0033970641|0036741810|48749143178|0036655918|0040364531|0000752458|0036339136|0003314941|15844370501|0036340669|0001532134|84926116347|0035177511|0036340855|0034952731|0034451233|0347660733|0042273578|0029532393|0033953153|2142683087|0033970329|84884050052|0030119294,"American Economic Review|Journal of the European Economic Association|Journal of International Economics|Review of Economic Studies|Journal of International Economics|Journal of Monetary Economics|Journal of Monetary Economics|Review of Economic Studies|Journal of Economic Literature|American Economic Review|Journal of Monetary Economics|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Monetary Economics|Advances in Economics and Econometrics: Theory and Applications, Eighth World Congress, Volume III|Journal of International Economics|Journal of Monetary Economics|Journal of International Economics|Oxford Review of Economic Policy|Journal of International Economics|Carnegie-Rochester Confer. Series on Public Policy|Journal of Political Economy|Journal of International Economics|Journal of Monetary Economics|Journal of International Economics|Interest and Prices: Foundations of a Theory of Monetary Policy|Journal of Monetary Economics"
2-s2.0-22144491506,2005,0030527779|0040909354|84960599683|0033469689|0141465114|0000289297|84963060954|84960580339,Review of Economics and Statistics|International Economic Review|Quarterly Journal of Economics|RAND Journal of Economics|Journal of Monetary Economics|American Economic Review|Review of Economic Studies|Quarterly Journal of Economics
2-s2.0-22144489469,2005,0037238508|0035642059|84962698725|67649306609|0031396606|84979378511|0036487664|84959794207|21144473856|0039613915|0042170206|0001586150|0043137717|0001520309|0028584051|0000278184|0347060528|2942750298,Econometrica|Review of Financial Studies|Review of Economic Studies|Handbook of Public Economics|American Economic Review|Fiscal Studies|Quarterly Journal of Economics|Review of Economic Studies|Journal of Policy Analysis and Management|American Economic Review|Journal of Finance|American Economic Review|NBER Macroeconomics Annual|American Economic Review|Journal of Political Economy|Journal of Monetary Economics|American Economic Review|American Economic Review
2-s2.0-22144482315,2005,0036221554|0027770395|0031287017|0030464456|0031822788|44949278340|84990172291|0032219503|0030268680|35448971123|0001187515|0345059858|0003153229|3042730368|46149137360|84974399466|35448955395|84959818799|84959795276|0001514642|0001010711|84971946892|21144466081,Econometrica|American Economic Review|Economics Letters|Economic Journal|International Journal of Finance and Economics|Journal of Monetary Economics|Economic Journal|Economics Letters|Journal of International Money and Finance|Advances in Econometrics|Oxford Bulletin of Economics and Statistics|Oxford Bulletin of Economics and Statistics|Economics Letters|Journal of Econometrics|Carnegie-Rochester Confer. Series on Public Policy|Econometric Theory|Advances in Econometrics|Review of Economic Studies|Review of Economic Studies|Econometrica|Journal of the American Statistical Association|Econometric Theory|Econometric Theory
