eid,year,references,journals
2-s2.0-0001468255,2001,0011080101|0031418748|0030476199|84942834707|0001837428|0000878939|0024939286|0039842661|84974232382|0348139689|0027758289|0024904498|0042412988|84974118161|0028591926,Quarterly Journal of Economics|Journal of Political Economy|European Economic Review|Quarterly Journal of Economics|American Economic Review|Journal of Economic Growth|Searching for agrarian reform in Latin America|Quarterly Journal of Economics|American Political Science Review|NBER Macroeconomics Annual|American Economic Review|Searching for agrarian reform in Latin America|American Political Science Review|American Political Science Review|American Economic Review
2-s2.0-0001465882,2001,0034546907|5744242927|0034860536|77956779653|0030504063,Review of Economic Studies|Journal of Human Resources|Journal of Political Economy|Handbook of Labor Economics|Journal of Business and Economic Statistics
2-s2.0-0001463973,2001,38249009224|0034363533|84959835849|0000627340|38149146248|0003004181|84959809412|0000077282|0000072071|0030528516,Games and Economic Behavior|Economics Letters|Review of Economic Studies|Journal of Economic Theory|Journal of Economic Theory|Journal of Economic Theory|Review of Economic Studies|Journal of Economic Theory|Journal of Economic Theory|International Journal of Industrial Organization
2-s2.0-0001363525,2001,0000602479|0012574389|0001908402|0011060066|0029482881|0030860417|0031407983|0031411210|0348198491|0001890195|84960610295,Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|Journal of Economic Growth|European Economic Review|Economic Journal|Quarterly Journal of Economics|American Economic Review|American Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics
2-s2.0-0001290587,2001,0025692667|0000142298|0034029957|0033027298|0033794547|0040250393|0025621039|84963060954|77956715697|0007708619,European Economic Review|European Economic Review|Economic Journal|European Economic Review|Economic Policy|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Economic Studies|Handbook of Macroeconomics|Journal of Economic Perspectives
2-s2.0-0001153425,2001,0010332510,Yale Law Journal
2-s2.0-0001149837,2001,0025692196|0018701584|0034000009|0000232940|0034085798|0000393036|0031418604|0040799900|0033381151|0001886568|0023723261|85040881642|77956756630|70350103028|0000538058|0031410573|0012943589|0029487967|0001521516|0034950839|0028313622,Journal of Regional Science|Quarterly Journal of Economics|Journal of International Economics|Journal of Urban Economics|Urban Studies|Regional Science and Urban Economics|Journal of Political Economy|American Economic Review|European Economic Review|Journal of Public Economics|Regional Science and Urban Economics|Urban economic theory: land use and city size|Handbook of Population and Family Economics|Handbook of Regional and Urban Economics|Journal of Urban Economics|Regional Science and Urban Economics|Journal of Urban Economics|Journal of Political Economy|Regional Science and Urban Economics|Journal of Political Economy|Journal of Political Economy
2-s2.0-0001140396,2001,0002295267|0002427465|0009573287|0010412562|0002662032|0034322269,Journal of Economic Perspectives|Journal of Economic Perspectives|Brookings Papers on Economic Activity|American Economic Review|Journal of Economic Perspectives|Harvard Business Review
2-s2.0-0001139237,2001,38149147507|84960613841|38249012074|84981567286|0032373981|84960609570|38249010919|38249010078|70350099474|0012228018|0029505593|84972511825|0346657500|84962985104|0001257607|0001884573|0032220921|0029850502|0347963890,European Economic Review|Quarterly Journal of Economics|International Journal of Industrial Organization|Oxford Bulletin of Economics and Statistics|Review of Economics and Statistics|Quarterly Journal of Economics|International Journal of Industrial Organization|International Journal of Industrial Organization|Handbook of Game Theory with Economic Applications|Research Policy|Review of Economics & Statistics|Statistical Science|Research Policy|Quarterly Journal of Economics|Journal of Economic Literature|Journal of Technology Transfer|Economics Letters|Proceedings of the National Academy of Sciences of the United States of America|American Economic Review
2-s2.0-0001097029,2001,0001918323|0001099198|0000810874|0031331173|21344493450|0032771542|84890656542|44949276887|0002969888|0001640038|38249005063|38249030129|0034215290|0000853427|0028589692|0031206510|0001332822|0040944351|33751189676|85017108575,Journal of Monetary Economics|Quarterly Journal of Economics|American Economic Review|Macroeconomic Dynamics|Journal of Business and Economic Statistics|Journal of Political Economy|The Econometrics of Financial Markets|European Economic Review|Journal of Economic Growth|American Economic Review|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Economic Dynamics and Control|Journal of Financial Economics|European Economic Review|Journal of Monetary Economics|American Economic Review|Quarterly Journal of Economics|Journal of Monetary Economics|Econometrica
2-s2.0-0000979996,2001,0002316881|0001082295|0029488278|0032216512|85040898045|84871768280|85040852916|0014387680|85040881293|85038104725|0040153325,"European Economic Review|Economic Journal|Journal of Political Economy|Brookings Papers on Economic Activity|Merchant capital and the roots of state power in Senegal, 1930-1985|Journal of the American Statistical Association|Ecological imperialism: the biological expansion of Europe, 900- 1900.|Political science quarterly|Death by migration: Europe's encounter with the tropical world in the nineteenth century|Sugar and Slaves: The Rise of the Planter Class in the English West Indies, 1624-1713|Quarterly Journal of Economics"
2-s2.0-0000957355,2001,0031097135|0029728983|0037751665|0031537060|0031097376|84993843481|0009885154|84986793597|84993888589|0000545798|0000545801|34249919271,Journal of Financial Economics|Economic Journal|Journal of Finance|Journal of Law and Economics|Journal of Financial Economics|The Journal of Finance|Journal of Finance|Managerial and Decision Economics|The Journal of Finance|Journal of Financial Economics|Journal of Financial Economics|Public Choice
2-s2.0-0000887923,2001,0035593091|0001114593|0012647534|0027086654,Review of Economics and Statistics|American Economic Review|NBER Macroeconomics Annual|Quarterly Journal of Economics
2-s2.0-0000871853,2001,0033480459|0001587687|0034340186|84970205822,Economic Inquiry|Synthese|Journal of Conflict Resolution|Journal of Conflict Resolution
2-s2.0-0000834893,2001,0040238377|0039768936|0002472593|0009096005|0010638359|1542395905|84946652377,Journal of Applied Econometrics|Review of Economics and Statistics|Monthly Labor Review|Journal of Economic Perspectives|Journal of Economic Perspectives|NBER Macroeconomics Annual|Journal of the American Statistical Association
2-s2.0-0000807820,2001,0442309558|84950420463|0346856929|0001622038|0000423207|77956779653|6244256530|77951622706,Journal of the American Statistical Association|Journal of the American Statistical Association|Econometrica|Review of Economic Studies|Review of Economic Studies|Handbook of Labor Economics|Economic Journal|Biometrika
2-s2.0-0000789987,2001,0030659729|0000257419|0012261280|0000028238|0012875458|0039613915|49449119344,Journal of Political Economy|Review of Economic Dynamics|American Economic Review|Journal of Monetary Economics|American Economic Review|American Economic Review|Journal of Financial Economics
2-s2.0-0000771390,2001,84971725007|0031414212|0003076801|84950768555|84976088839|0001559580|34248322779|0000463686|0007662785|0032812549|0006776084|0019679509,American Political Science Review|Quarterly Journal of Economics|American Economic Review|Quarterly Journal of Economics|American Political Science Review|American Economic Review|Public Choice|American Political Science Review|Quarterly Journal of Economics|European Economic Review|European Economic Review|Journal of Political Economy
2-s2.0-0000752458,2001,48749143178|0040364531|0003314941|0033953153|0033970329,Journal of Monetary Economics|Journal of Economic Literature|Quarterly Journal of Economics|Journal of International Economics|Journal of International Economics
2-s2.0-0000752456,2001,0033211941|43949165060,Journal of Monetary Economics|Carnegie-Rochester Confer. Series on Public Policy
2-s2.0-0000537747,2001,0035156134|0033041514|0002284581|0029508026|0000190993|0033393182|85016940593|0030441430|0019140244|84982677725,Journal of International Economics|Canadian Journal of Economics|Journal of International Economics|Journal of International Economics|American Economic Review|European Economic Review|American Economic Review|Canadian Journal of Economics|American Economic Review|Review of International Economics
2-s2.0-0000499523,2001,0030551316|0011333499|0029526498|0032461002|85040890266|0011253881,"Journal of Law, Economics, and Organization|Journal of Economic Theory|Journal of Political Economy|Economica|Governing the commons: the evolution of institutions for collective action|Journal of Economic Growth"
2-s2.0-0000288112,2001,0030143849|33750528093|0012605506|38249009224|0030305641|1542532493|0008977837|0000091465|0032822669|84977366376|84984506280|0031065895|0002053556,Games and Economic Behavior|Quarterly Journal of Economics|European Journal of Political Economy|Games and Economic Behavior|Economic Theory|American Economic Review|American Economic Review|American Economic Review|Journal of Political Economy|Economic Inquiry|Economics & Politics|Journal of Economic Theory|Games and Economic Behavior
2-s2.0-0000239988,2001,0000402599|0000962186|0029482252,American Economic Review|Quarterly Journal of Economics|Journal of Political Economy
2-s2.0-0000190379,2001,84937149683|0031422341|0001496691|0027754521|0000602817|0000920849,American Economic Review|American Economic Review|American Economic Review|Journal of International Economics|Journal of Economic Perspectives|Journal of International Economics
2-s2.0-0000184548,2001,0039616434|0003185345|0000108807|0032156737|0010198773|0030099901|0348096622|0019227877|84972539015|0031508160|84984051853|0032104361|0002314301|0001015476|30244576252|70350225597|0021575963,"Stochastic Analysis and Applications|Marketing Letters|Transportation Research Part A: General|Transportation Research Part B: Methodological|Transportation Research Part B|Journal of the American Statistical Association|Journal of Econometrics|Transportation Research, Part A: General|Statistical Science|Stochastic Analysis and Applications|Scandinavian Journal of Psychology|Resource and Energy Economics|American Journal of Agricultural Economics|Econometrica|Journal of Econometrics|Handbook of Econometrics|Econometrica"
2-s2.0-0000181163,2001,21844512599|0001123415|0033415936|33750905223,"Quarterly Journal of Economics|Journal of Economic Behavior and Organization|Journal of Law, Economics, and Organization|Journal of Law, Economics, and Organization"
2-s2.0-0000174080,2001,85070991909|0033180485|0032211507,Discounting and Intergenerational Equity|Resource and Energy Economics|Journal of Environmental Economics and Management
2-s2.0-0000160650,2001,0030438739|0031401502|0002202937|0032423625|0000132263|0001273360|0000946257|0031397911|0032455329|0001085468|0002840387|0033998055|0033180198,Journal of International Economics|American Economic Review|Journal of The Japanese and International Economies|Review of International Economics|Journal of International Economics|Journal of International Economics|Journal of International Economics|Review of International Economics|Journal of International Economics|Journal of Economic Dynamics and Control|Computational Economics|Journal of International Economics|Journal of Development Economics
2-s2.0-0000114339,2001,0040364531|0001332822|84885569259|0030119294,Journal of Economic Literature|American Economic Review|Quarterly Journal of Economics|Journal of Monetary Economics
2-s2.0-0000039916,2001,38249039398|0001018654|38249023342|0025114735|0026340382|84963090863|0000019604|0007180488|0001247815|0001229620,Journal of Economic Theory|American Economic Review|Journal of International Economics|Canadian Journal of Economics|Journal of International Economics|Review of Economic Studies|American Economic Review|Journal of International Economics|Oxford Economic Papers|Journal of International Economics
2-s2.0-0000012383,2001,45149143904|0033953153|0039193070|0001282348|85016838404,Journal of Monetary Economics|Journal of International Economics|NBER Macroeconomics Annual|Journal of International Economics|Economic Policy
2-s2.0-19044372857,2002,,
2-s2.0-19044370505,2002,,
2-s2.0-19044367386,2002,,
2-s2.0-0040675472,2002,,
2-s2.0-0040081822,2002,,
2-s2.0-0040081821,2002,,
2-s2.0-0040081819,2002,,
2-s2.0-0040081817,2002,,
2-s2.0-0040081814,2002,,
2-s2.0-0039490099,2002,,
2-s2.0-0039490096,2002,,
2-s2.0-0039490095,2002,,
2-s2.0-0038897369,2002,,
2-s2.0-0038897367,2002,,
2-s2.0-0038897362,2002,,
2-s2.0-0038897361,2002,,
2-s2.0-0038897360,2002,,
2-s2.0-0038897359,2002,,
2-s2.0-0037789630,2002,,
2-s2.0-0037756148,2002,,
2-s2.0-0013325308,2002,,
2-s2.0-0013082741,2002,,
2-s2.0-0011584220,2002,,
2-s2.0-0003349366,2002,,
2-s2.0-19044371625,2002,,
2-s2.0-0042902399,2002,,
2-s2.0-0040673912,2002,,
2-s2.0-0040673910,2002,,
2-s2.0-0040673898,2002,,
2-s2.0-0040673886,2002,,
2-s2.0-0040673885,2002,,
2-s2.0-0040080308,2002,,
2-s2.0-0040080288,2002,,
2-s2.0-0040080287,2002,,
2-s2.0-0040080283,2002,,
2-s2.0-0040080279,2002,,
2-s2.0-0039488602,2002,,
2-s2.0-0039488601,2002,,
2-s2.0-0039488595,2002,,
2-s2.0-0039488583,2002,,
2-s2.0-0039488581,2002,,
2-s2.0-0038895836,2002,,
2-s2.0-0038895835,2002,,
2-s2.0-0038895823,2002,,
2-s2.0-0038895821,2002,,
2-s2.0-0038895807,2002,,
2-s2.0-0038398282,2002,,
2-s2.0-0038059890,2002,,
2-s2.0-0037723025,2002,,
2-s2.0-0013529059,2002,,
2-s2.0-0013283743,2002,,
2-s2.0-0012999645,2002,,
2-s2.0-0012157321,2002,,
2-s2.0-0003288460,2002,,
2-s2.0-0000321564,2002,,
2-s2.0-19044392291,2002,84882030008|0001206613|4243442002|0031138962|84862244566|70350110647|0000387630,Review of Economic Studies|Journal of Accounting and Economics|Review of Economic Studies|Journal of Economic Behavior and Organization|Quarterly Journal of Economics|Handbook of Industrial Organization|American Economic Review
2-s2.0-0040671723,2002,84962994478|0032332580|0002918227|0027759190|0034370120|0029540506|38249019084|0000673030,Review of Economic Studies|Scandinavian Journal of Economics|Theory and Decision|American Economic Review|Economic Theory|American Economic Review|Journal of Economic Behavior and Organization|Economics Letters
2-s2.0-0040671721,2002,21144474124|84983931914|0001455508|22444453859|0033853199|38949096767,Journal of Risk and Uncertainty|Scottish Journal of Political Economy|Oxford Bulletin of Economics and Statistics|Journal of Behavioral Decision Making|Journal of Political Economy|Quarterly Journal of Economics
2-s2.0-0040078140,2002,84950461235|0013520224|0040426389|84977329777|0040304510|0036112805|0007984413|0041193235|85005235509|0032219107|0346207515,"Journal of the American Statistical Association|Journal of Legal Studies|Journal of Finance|Economic Inquiry|Quarterly Journal of Economics|Review of Financial Studies|Journal of Econometrics|Brookings Papers on Economic Activity|Economic Inquiry|Journal of Law, Economics, and Organization|University of Chicago Law Review"
2-s2.0-0039486397,2002,0001456421|34547433726|0041375054|0002432433|84960612669|0028591138|0041020462|0001578789|0002846420|84993914974|38149148020,American Economic Review|Quarterly Journal of Economics|NBER Macroeconomics Annual|Journal of Financial Economics|Quarterly Journal of Economics|Journal of International Economics|Journal of Finance|American Economic Review|American Economic Review|The Journal of Finance|Journal of Public Economics
2-s2.0-0039486396,2002,0035166652|0034390867|0039176437|0027006898|0027083797|0034526095|0039120732|0027040457|0033239324|0001441322|0033373715|0034411073|85008736512,Journal of Political Economy|Journal of Labor Economics|Journal of Labor Economics|American Economic Review|Quarterly Journal of Economics|Journal of Human Resources|Quarterly Journal of Economics|Quarterly Journal of Economics|Law and Society Review|Journal of Econometrics|Journal of Political Economy|RAND Journal of Economics|Quarterly Journal of Economics
2-s2.0-0038893702,2002,0001441742|0039293086|85005305538|0039293081|85019624065|85008731385|84963036850|0003176637|0040435650|0001343896|84959748430|84978559324|0025620817|84962698725|0001252323|0002694295|0001388828|0038473842|84963094429|84968384319|48749143178|0031404408|0000533733,Journal of Monetary Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Economic Studies|American Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|Brookings Papers on Economic Activity|Brookings Papers on Economic Activity|Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|Quarterly Journal of Economics|Review of Economic Studies|American Economic Review|Review of Economic Studies|Journal of Monetary Economics|American Economic Review|Quarterly Journal of Economics|American Economic Review|Journal of Monetary Economics|Quarterly Journal of Economics|American Economic Review
2-s2.0-0038893697,2002,0030438156|0000358771|0018032112|4344706711|0000243085|0028578878|0000378735|0442309450|0001890195|0002364086|0032281954|0000466185|45549121614|84960609322|85016662946|0001072623|0000566744|0003051404|4243135189|26444506855|84925717490|84959849294|0031804626|0001994560|0029480797,Review of Economics and Statistics|Economic Journal|European Journal of Operational Research|Journal of Productivity Analysis|Journal of Nonparametric Statistics|American Economic Review|Economic Journal|Journal of the American Statistical Association|Quarterly Journal of Economics|Journal of Economic Perspectives|Econometric Theory|Econometric Reviews|Journal of Monetary Economics|Quarterly Journal of Economics|Scandinavian Journal of Economics|Journal of Economic Growth|Economic Journal|Journal of Economic Growth|Economic Journal|Journal of Productivity Analysis|Journal of Applied Statistics|Quarterly Journal of Economics|Oxford Economic Papers|Journal of Economic Literature|Quarterly Journal of Economics
2-s2.0-0038893694,2002,0031522111|84926272225|0000177178|0032871305|0015071523|0039842662|0034376442|0000048533|0000016303|0001484747|84977396449|0001416324|0000411731|0000779299|84925910020,"Journal of Economics and Management Strategy|Journal of Conflict Resolution|Journal of Economic Theory|Journal of Political Economy|JPT, Journal of Petroleum Technology|Quarterly Journal of Economics|Journal of Risk and Uncertainty|Journal of Economic Behavior and Organization|Econometrica|Econometrica|Economic Inquiry|European Economic Review|American Economic Review|American Economic Review|Review of Economic Studies"
2-s2.0-0038569694,2002,84960587220|85005305538|84959748430|0025620817|0022249171|0028020347|38249041358|34447468563|0000087157|0039810699|0002661989|84963037127|84887134750|0020466217|84864631919|0022827517|0002057562|0002536507,"Quarterly Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Economic Journal|Information Economics and Policy|Journal of Public Economics|Review of Economic Studies|Journal of Public Economics|Journal of Financial Economics|Journal of Public Economics|Quarterly Journal of Economics|The economics of rural organization: theory, practice, and policy|American Economic Review|American Journal of Agricultural Economics|Journal of Development Economics|Oxford Economic Papers|Journal of Public Economics"
2-s2.0-0037893445,2002,85005305538|84935999565|84963036850|34447468563|0000087157|84960613149|84979188687,Quarterly Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Economic Studies|Journal of Public Economics|Quarterly Journal of Economics|Economica
2-s2.0-0037756064,2002,0030402913|0029528442|0001775187|0000801478|0004902835|0039409488|0032443201|0001853353|0040455000|84959823198|0001070312|0031753474|0002639059|0001777659|0001322304|0034403631|84959747575|0030367508|84952503753,Journal of Political Economy|Journal of Political Economy|Journal of Economic Perspectives|Journal of Economic Literature|Econometrica|National Tax Journal|The analysis of household surveys: a microeconomic approach to development policy|American Economic Review|Brookings Papers on Economic Activity|Quarterly Journal of Economics|Regional Science and Urban Economics|Journal of Political Economy|American Economic Review|Journal of Econometrics|American Economic Review|Journal of Business and Economic Statistics|Quarterly Journal of Economics|Econometrica|Journal of Business and Economic Statistics
2-s2.0-0011775722,2002,0031797806|0001374622|0039835689|0039768872|21144461502|77956767363|0033211869|0030268942|85016380548|0000374116|0011177621|0001216527|0040428034|0033919753|0347503106|0002491974|84922961528|0030210498|84952209977|0002107167|0040437341,"Economic Policy|American Economic Review|Brookings Papers on Economic Activity|Brookings Papers on Economic Activity|Quarterly Journal of Economics|Handbook of Macroeconomics|Journal of Public Economics|Journal of Public Economics|Economic Policy|Journal of Money, Credit and Banking|Journal of Public Economics|European Economic Review|International Economic Review|European Economic Review|NBER Macroeconomics Annual|Economica|Unemployment: Macroeconomic Performance and the Labour Market|Journal of Monetary Economics|Journal of Business and Economic Statistics|American Economic Review|Quarterly Journal of Economics"
2-s2.0-0001435305,2002,0030355122|0032924979|84963108496|0039843093|43949156174,Brookings Papers on Economic Activity|World Development|Review of Economic Studies|American Economic Review|Journal of The Japanese and International Economies
2-s2.0-0042921040,2002,0008150507|0036156371|0030524915|0030390079,American Economic Review|Review of Economic Dynamics|Journal of Monetary Economics|Journal of Economic History
2-s2.0-0042921032,2002,0039028808|0034988947|84960599817,Journal of Finance|Journal of Political Economy|Quarterly Journal of Economics
2-s2.0-0042921024,2002,0001553579|0012224194|0029690719|0009958777|0000025837,American Economic Review|International Finance|Journal of Economic Theory|Journal of Economic Theory|Economic Theory
2-s2.0-0042920983,2002,20144363229|0030305635|0002187212|0347120625,Journal of Political Economy|Economic Theory|Journal of Economic Theory|International Economic Review
2-s2.0-0042920982,2002,0002478627|0002584850|0001273562|0031670190|84985855289|15244363192|0000507406|0000924403|43949165060,Journal of Economic Theory|American Economic Review|Journal of Monetary Economics|European Economic Review|Economic Inquiry|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Monetary Economics|Carnegie-Rochester Confer. Series on Public Policy
2-s2.0-0042920979,2002,0000752458|0034976984|0034451233|0009939471|0033953153|0036589436,American Economic Review|Journal of International Economics|Oxford Review of Economic Policy|IMF Staff Papers|Journal of International Economics|Quarterly Journal of Economics
2-s2.0-0042920977,2002,0000602479|0012574389|0001908402|0031411210|77956724779|0027040457|4644330595,Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|American Economic Review|Handbook of Labor Economics|Quarterly Journal of Economics|Econometrica
2-s2.0-0042920974,2002,0001393537|0036487664|0000737515|0034985889,Econometrica|Quarterly Journal of Economics|Review of Economic Studies|Econometrica
2-s2.0-0042920964,2002,0001611547|0347509690,Journal of Economic Literature|Journal of Economic Literature
2-s2.0-0042920959,2002,0009009362|0035649475|0034358645,Quarterly Journal of Economics|Journal of Law and Economics|Journal of Industrial Economics
2-s2.0-0042920957,2002,0001683992|0032416910|0033466690|0018698479|84974486152,"Research Policy|Journal of Political Economy|Journal of Law, Economics, and Organization|Explorations in Economic History|The Journal of Economic History"
2-s2.0-0042920955,2002,0024432411,World Development
2-s2.0-0042920909,2002,0000851789,Journal of Economic Perspectives
2-s2.0-0042920908,2002,0011512076|0035218476|0007028174,Journal of the American Statistical Association|Journal of Public Economics|Review of Economic Studies
2-s2.0-0042920904,2002,0001531066|0003187405|0347750943|0001488741|0001059819,American Economic Review|Journal of Econometrics|International Economic Review|Journal of Economic Literature|Journal of Econometrics
2-s2.0-0042920897,2002,33846625442|49349126835,Handbook of Econometrics|Journal of Economic Theory
2-s2.0-0042920876,2002,,
2-s2.0-0042920825,2002,0012945629|0036706483,Journal of Economic Theory|Economic Theory
2-s2.0-0042920820,2002,0033465752,Journal of Economic Education
2-s2.0-0042920818,2002,0035618907,Southern Economic Journal
2-s2.0-0042920715,2002,0036453288|0036096179|0002103259,Journal of Labor Economics|Journal of Human Resources|Journal of Economic Perspectives
2-s2.0-0042733448,2002,0032810611|84980148275|0005508977,Journal of Human Resources|American Journal of Economics and Sociology|Quarterly Journal of Economics
2-s2.0-0042420216,2002,0036151210|84977364496|0008150507|0000829544,Review of Economic Dynamics|American Economic Review|American Economic Review|American Economic Review
2-s2.0-0042420208,2002,0042409462,Journal of Monetary Economics
2-s2.0-0042420196,2002,0042409462|85010390101|20144363229|0041028794,Journal of Monetary Economics|Journal of Political Economy|Journal of Political Economy|Journal of Finance
2-s2.0-0042420161,2002,0343820033|0000375820|0001553579|0000737515|0002187212|0009958777|77957048995|1842661855,"Journal of Political Economy|Review of Economic Dynamics|American Economic Review|Review of Economic Studies|Journal of Economic Theory|Journal of Economic Theory|Handbook of Monetary Economics|Journal of Money, Credit and Banking"
2-s2.0-0042420156,2002,0001532134|43949165060,Journal of Monetary Economics|Carnegie-Rochester Confer. Series on Public Policy
2-s2.0-0042420146,2002,0024186947|0034955753|0031454309|0000203458|0000443465|0035657401|0034538775,Quarterly Journal of Economics|Journal of Political Economy|International Economic Review|Review of Economic Dynamics|American Economic Review|Review of Economic Studies|Review of Economic Studies
2-s2.0-0042420143,2002,0013222671|84972371386|0035118997|0031461379|0024800658|0034106117,Journal of Economic History|The Journal of Economic History|World Economy|American Economic Review|World Development|Economic Journal
2-s2.0-0042420139,2002,0005830776,Review of Economic Dynamics
2-s2.0-0042420130,2002,0033435858|0042420119,Journal of Communication|American Economic Review
2-s2.0-0042420129,2002,0001339463|23044530463|0000231078|0030469442|84959849294|84940987640,World Development|Foreign Affairs|American Economic Review|Journal of Development Economics|Quarterly Journal of Economics|Eight Lectures on India's Economic Reforms
2-s2.0-0042420119,2002,,
2-s2.0-0042420117,2002,45549121614|0042420073|0038398284|0003051404|0034131412,Journal of Monetary Economics|American Economic Review|American Economic Review|Journal of Economic Growth|European Economic Review
2-s2.0-0042420111,2002,85009694052,Economics of Innovation and New Technology
2-s2.0-0042420073,2002,0032042683|44949290086|0001110760|0029531207|0002880746|0030525252|0000150544|0027768407,Journal of Public Economics|Journal of Monetary Economics|Journal of Development Economics|Quarterly Journal of Economics|American Economic Review|Journal of the Japanese and International Economies|Econometrica|European Economic Review
2-s2.0-0042420067,2002,0011574501|0035315326,Journal of Economic Perspectives|Journal of Economic Theory
2-s2.0-0042420062,2002,,
2-s2.0-0042420060,2002,0026958164|0001509440|0030143938|0031502141|0041193235|0032351382|84972934377,International Migration Review|Journal of Urban Economics|Journal of Urban Economics|Sociological Methodology|Brookings Papers on Economic Activity|Journal of Urban Affairs|Housing Policy Debate
2-s2.0-0042420059,2002,85027797376|0032285561|0007391655|0032342545|0030211042|0002607937|44049111970|0040960818|0001519156|0002974887|0001531480|0029965620|49849118671|0022843928|0040454952,"Discrimination in Labor Markets|Review of Economics and Statistics|The Review of Black Political Economy|Journal of Money, Credit and Banking|Journal of Banking and Finance|Journal of Economic Perspectives|Journal of Banking and Finance|American Economic Review|Journal of Economics and Business|Journal of Economic Perspectives|Journal of Urban Economics|American Economic Review|Journal of Economic Theory|American Economic Review|Journal of Urban Economics"
2-s2.0-0042420046,2002,85016380548|0030301517|12944299324|0031256589|67649385804|0036095683|0036693753|0032460591,Economic Policy|World Bank Economic Review|Journal of Monetary Economics|Journal of Public Economics|Handbook of Public Economics|Journal of Public Economics|Journal of Political Economy|Journal of Political Economy
2-s2.0-0042420012,2002,0033458983|70350105111|0039192989|0040971900,"Journal of Money, Credit and Banking|Quarterly Journal of Economics|National Tax Journal|National Tax Journal"
2-s2.0-0042262377,2002,0036216436|0042399958,Journal of Financial Economics|Journal of Business
2-s2.0-0042262376,2002,0035602818|0041397579|0007887924|0033480893|84988545073|0039105971|0000409508,"RAND Journal of Economics|Journal of Economic Methodology|Journal of Economic Literature|Journal of Law, Economics, and Organization|Journal of Economic Methodology|American Economic Review|Journal of Economic Literature"
2-s2.0-0042232526,2002,0006260747,Quarterly Journal of Economics
2-s2.0-0041919159,2002,0036151210|0036153949,Review of Economic Dynamics|Review of Economic Dynamics
2-s2.0-0041919101,2002,0002584850|0002478627|0039712611|48749143178|0001273562|0035190952|0006260747|0041398944|84890650528|0000483605|43949165060|0030119294,"American Economic Review|Journal of Economic Theory|Journal of Money, Credit and Banking|Journal of Monetary Economics|Journal of Monetary Economics|Review of Economic Dynamics|Quarterly Journal of Economics|Journal of Economic Theory|Learning and Expectations in Macroeconomics|Journal of Political Economy|Carnegie-Rochester Confer. Series on Public Policy|Journal of Monetary Economics"
2-s2.0-0041919099,2002,0034955753|0031454309|0000443465|0028864771|0034538775|0000078664|0001194249|0028579852|0033865848|70350123347,Journal of Political Economy|International Economic Review|American Economic Review|American Economic Review|Review of Economic Studies|Journal of Economic Perspectives|Journal of Economic Theory|Journal of Political Economy|Journal of Political Economy|Handbook of Development Economics
2-s2.0-0041919093,2002,0030669263|0000268370|85010390101|84962992224,Annual World Bank conference on development economics 1996|Canadian Journal of Economics|Journal of Political Economy|Quarterly Journal of Economics
2-s2.0-0041919091,2002,77956721659|49549169407|77957098625,Handbook of Macroeconomics|Journal of Economic Theory|Handbook of Monetary Economics
2-s2.0-0041919087,2002,,
2-s2.0-0041919076,2002,0042420119,American Economic Review
2-s2.0-0041919035,2002,0000239988|0000773433|84963257520|0035218476|77956762237|0001179647|0035217364|0038877838,American Economic Review|Journal of Political Economy|Journal of Political Economy|Journal of Public Economics|Handbook of Population and Family Economics|American Economic Review|Journal of Public Economics|Review of Income and Wealth
2-s2.0-0041919033,2002,0034015973,Journals of Gerontology - Series B Psychological Sciences and Social Sciences
2-s2.0-0041919030,2002,0034981137|33846625442|0042920897|84960575613|0001492249|70350120299,Review of Economic Studies|Handbook of Econometrics|American Economic Review|Review of Economic Studies|Journal of Economic Perspectives|Handbook of Econometrics
2-s2.0-0041919017,2002,49349119482|84871768280|31344442775|0034751851|0024228273|0034759537|0031455564|0031448415|0011548491,Journal of Development Economics|Journal of the American Statistical Association|Handbook of Labor Economics|Journal of Clinical Endocrinology and Metabolism|Review of Economics & Statistics|World Bank Economic Review|Review of Economic Studies|Journal of Development Economics|Handbook of Development Economics
2-s2.0-0041919010,2002,0011831273|0000246229,Quarterly Journal of Economics|Journal of Marriage and Family
2-s2.0-0041919005,2002,0025497236|84917106186|0034360870|0000840371|84988122270|84986797859|31144455353|0011825127|0041077434|0032045325,"Management Science|Journal of Law, Economics, and Organization|Journal of Law and Economics|Journal of Corporate Finance|Journal of Economics & Management Strategy|Managerial and Decision Economics|Journal of Law, Economics, and Organization|Michigan Law Review|American Economic Review|Management Science"
2-s2.0-0041918969,2002,49049139094|0001516890|46549094093|0003096112,Journal of Econometrics|Journal of Public Economics|Journal of Public Economics|Journal of Public Economics
