eid,year,references,journals
2-s2.0-18744363321,2002,45149143904|0036589495|0033938149|84977724306|0032750483|58149364107|0032348109|43949170263|77956852950|0042273578|0039193070|0039648383|38149145682|0000659363,Journal of Monetary Economics|Quarterly Journal of Economics|Journal of International Economics|The Journal of Finance|Canadian Journal of Economics|Journal of Monetary Economics|Review of Financial Studies|Carnegie-Rochester Confer. Series on Public Policy|Handbook of International Economics|Carnegie-Rochester Confer. Series on Public Policy|NBER Macroeconomics Annual|Journal of Finance|Journal of Monetary Economics|Journal of International Money and Finance
2-s2.0-0036589495,2002,49049128000|45149143904|0000837353|84981863506|0011507429|0035164553|84947586303,Journal of Monetary Economics|Journal of Monetary Economics|Review of Economic Studies|American Economic Review|Journal of Economic Perspectives|Journal of Development Economics|Quarterly Journal of Economics
2-s2.0-0036589489,2002,0000979996|0012158230|0026277597|38849141101|0002519135|84963102760|84991223280|0029482881|84983861110|0009098751|85016940593|0001890195|0002198858|0000378597|0029472015|0000859103|0002364086|0345791564|84984517112|41849088685|45549121614|84960609322|0028579852|0033865848|0006201715|0003051404|85017030502,American Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Economic Growth|Review of Economic Studies|American Economic Review|European Economic Review|Journal of Applied Econometrics|International Economic Review|American Economic Review|Quarterly Journal of Economics|Journal of The Japanese and International Economies|American Economic Review|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Economic Perspectives|NBER Macroeconomics Annual|Economics & Politics|Journal of Development Economics|Journal of Monetary Economics|Quarterly Journal of Economics|Journal of Political Economy|Journal of Political Economy|Journal of Economic Perspectives|Journal of Economic Growth|Journal of Political Economy
2-s2.0-0036589488,2002,0001316618|0000385258|49049128000|0036589471|0001050698|0039193070|85016838404|84959803381,Quarterly Journal of Economics|American Economic Review|Journal of Monetary Economics|Quarterly Journal of Economics|Journal of International Economics|NBER Macroeconomics Annual|Economic Policy|Review of Economic Studies
2-s2.0-0036589480,2002,0031431426|0001385004|0030476311|0026442683|85040960384|0032417020|38149148480|0039008132|0029526355|0031451812|49049152664|84962985045|0011911611|0040679778|0031401388|0031848941|0001490327|0031464121|84971996038|0002140629|0000862603|0031397865,Journal of International Economics|American Economic Review|European Economic Review|IMF Occasional Paper|New dimensions in regional integration|Journal of Political Economy|Journal of International Economics|Quarterly Journal of Economics|American Economic Review|European Economic Review|Journal of International Economics|Quarterly Journal of Economics|Journal of Law and Economics|Quarterly Journal of Economics|American Economic Review|Journal of Political Economy|American Economic Review|European Economic Review|World Politics|Canadian Journal of Economics|Journal of International Economics|American Economic Review
2-s2.0-0036589471,2002,0036589488|0026277597|0026465212|0026471194|43949162194|0000231078|0033793332|0001100776|0001890195|84960609322|0034789042|0040566521|0029483756|85016838404|0034789042|85016809987,Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Political Economy|Economic Development & Cultural Change|Journal of Monetary Economics|American Economic Review|Economic Policy|European Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|Economic Policy|NBER Macroeconomics Annual|Economic Policy|Economic Policy|Economic Policy|American Economic Review
2-s2.0-0036589436,2002,0003314941|0034026037|0029532393|0033953153|0013005051|0001282348|85010796670,Quarterly Journal of Economics|European Economic Review|Journal of Political Economy|Journal of International Economics|Handbook of International Economics|Journal of International Economics|American Economic Review
2-s2.0-0036589372,2002,0036589488|0010794391|49049128000|84977364496|0000906187|0000769846|84883760221|85010390101|0002615169|0031693353|0033793332|34447138870|0039624712|0032416910|0001051586|85016838404,Quarterly Journal of Economics|Journal of Finance|Journal of Monetary Economics|American Economic Review|Cato Journal|World Bank Economic Review|Quarterly Journal of Economics|Journal of Political Economy|Journal of Economic Perspectives|Oxford Economic Papers|Economic Policy|Oxford Economic Papers|American Economic Review|Journal of Political Economy|American Economic Review|Economic Policy
2-s2.0-18744374449,2002,,
2-s2.0-0344540194,2002,0001345904|84952249786|0030527779|0036112805|84963088912|0032870021|0032263435|15244363192|0033422227|0000040951|44949275901|0000660646|0036267643,Journal of Economic Literature|Journal of Business and Economic Statistics|Review of Economics and Statistics|Review of Financial Studies|Quarterly Journal of Economics|Oxford Economic Papers|Review of Economics and Statistics|Journal of Monetary Economics|Review of Economics and Statistics|American Economic Review|Journal of Monetary Economics|American Economic Review|Journal of Public Economics
2-s2.0-0036487694,2002,0004282446|0000602479|0000104607|0012574389|81155141356|0001908402|0031518545|0033963794|0030364687|0040016339|0001159317|0034525801|0003109811|1542605473|0027713860|0027770211|77956724779|0027040457|4644330595|0001060374|0000104608|0346674436|0027036121|0039179950,Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|Journal of Labor Economics|Economic Journal|Econometrica|Quarterly Journal of Economics|Industrial Relations|Review of Economic Studies|Review of Economic Dynamics|NBER Macroeconomics Annual|American Economic Review|Journal of Political Economy|Handbook of Labor Economics|Quarterly Journal of Economics|Econometrica|Quarterly Journal of Economics|American Economic Review|American Economic Review|Quarterly Journal of Economics|Industrial and Labor Relations Review
2-s2.0-0036487693,2002,15944383019|0001724645|0010134524|21844501564|0000608184|0011879189|84904006781|0039766073|0000169095|0001286494|0011826570|38249009091|38248999623|0001374851,Zeitschrift für Wahrscheinlichkeitstheorie und Verwandte Gebiete|Econometrica|Journal of Economic Theory|Journal of Risk and Uncertainty|Journal of Economic Theory|Journal of Mathematical Economics|Review of Economic Studies|Journal of Multivariate Analysis|Journal of Economic Theory|Journal of Economic Theory|Journal of Risk and Uncertainty|Economics Letters|Journal of Economic Theory|Journal of Risk and Uncertainty
2-s2.0-0036487688,2002,0021622080|0012574389|45149140805|0028595787|0035635211|0027006898|0032816188|84953016562|0346788758|0002295267|84905991871|0012278326|0011836113|85016794550|0011839974|0031407983|0001827108|0038980895,"Communications of the ACM|Quarterly Journal of Economics|Research Policy|Quarterly Journal of Economics|Review of Economics and Statistics|American Economic Review|Economic Journal|Economics of Innovation and New Technology|Management Science|Journal of Economic Perspectives|Proceedings of the 18th International Conference on Information Systems, ICIS 1997|Quarterly Journal of Economics|Economics of Innovation and New Technology|American Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|MIS Quarterly: Management Information Systems|Quarterly Journal of Economics"
2-s2.0-0036487687,2002,0030558759|84979188687|0000741992|84959845015|0040908085|84972298480|33750905223|0033653209|17944377188|84988072775|0000172683|70350102522|46549095367|0002077563,"Journal of Labor Economics|Economica|Economica|Review of Economic Studies|Review of Economic Studies|Business History Review|Journal of Law, Economics, and Organization|Journal of Political Economy|Review of Economic Studies|Journal of Economics & Management Strategy|American Economic Review|Handbook of Industrial Organization|International Journal of Industrial Organization|Review of Economic Studies"
2-s2.0-0036487679,2002,21844512599|0000181163|0042578958|0001595272|84979188687|84989012425|0013404860|0001123415|34249663754|0032218715|0033415936|33750905223|0030551184,"Quarterly Journal of Economics|American Economic Review|American Economic Review|American Economic Review|Economica|Strategic Management Journal|Quarterly Journal of Economics|Journal of Economic Behavior and Organization|Industrial and Corporate Change|Administrative Science Quarterly|Journal of Law, Economics, and Organization|Journal of Law, Economics, and Organization|Economic Inquiry"
2-s2.0-0036487678,2002,0001388936|0013040286|0000425738|0002322852|0000038124|0032416910|0033466690|0041939196|54749120012|84979190207|85040883350,"American Economic Review|Quarterly Journal of Economics|Journal of Public Economics|Economics and Politics|Brookings Papers on Economic Activity|Journal of Political Economy|Journal of Law, Economics, and Organization|Journal of Economic Literature|Quarterly Journal of Economics|Economic Inquiry|The informal sector revisited"
2-s2.0-0036487665,2002,85032086728|0027042108|33748351169|0002352359|0030505944|85028412514,"The Education of Blacks in the South, 1860-1935|Quarterly Journal of Economics|Journal of Interdisciplinary History|Social Forces|Review of Economics and Statistics|The NAACP's Legal Strategy against Segregated Education, 1925-1950"
2-s2.0-0036487664,2002,44949278227|0001393537|0036693022|0000734989|0032370891|84906006114|0001097029|0036693732|0032771542|0001691088|0031372198|38249011376|84959794207|0000853427|0036219398|0029545258|85017108575|4243088649|0031350833|0005495431|0030511150|0039657124,Journal of Monetary Economics|Econometrica|Journal of Political Economy|Journal of Political Economy|Review of Financial Studies|Quarterly Journal of Economics|American Economic Review|Journal of Political Economy|Journal of Political Economy|Journal of Political Economy|Macroeconomic Dynamics|Journal of Economic Dynamics and Control|Review of Economic Studies|Journal of Financial Economics|Econometrica|Economic Journal|Econometrica|Journal of Political Economy|Macroeconomic Dynamics|Journal of Finance|Journal of Monetary Economics|Journal of Finance
2-s2.0-0036487663,2002,0000953034|0039784061|0001059841|44649197264|0000749809|0039964955|0000859784|0009167334|0006761611|55449111485,American Economic Review|Quarterly Journal of Economics|Journal of Financial Economics|Journal of Financial Economics|Journal of Financial Economics|American Economic Review|Journal of Finance|Journal of Finance|Journal of Finance|Quarterly Journal of Economics
2-s2.0-0036866094,2002,0030505956|0033057795|70350107204,Review of Economics and Statistics|Journal of Human Resources|Handbook of Econometrics
2-s2.0-0036704242,2002,0031285003|0039648479|0034336921|0000694552|84959582795|0001523808|0022158520|0024109465|0036187549|0001264220|0011825953|0036693738|0034340743|84966612017|0040238656|0033380635|0031410547|0011311145,American Journal of Political Science|Quarterly Journal of Economics|Journal of Family Issues|Industrial and Labor Relations Review|The Journal of Politics|Journal of Economic Perspectives|Demography|Demography|Journal of Political Economy|American Economic Review|American Economic Review|Journal of Political Economy|International Political Science Review|American Political Science Review|Journal of Labor Economics|Journal of Political Economy|Journal of Human Resources|Public Opinion Quarterly
2-s2.0-0036589374,2002,0000089763|0001316618|0000527716|84971725007|0039191747|0034029957|0001559580|0040153325|34248260512|0348139689|0000771390|0032812549|0032460591,Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Public Economics|American Political Science Review|Quarterly Journal of Economics|Economic Journal|American Economic Review|Quarterly Journal of Economics|Electoral Studies|NBER Macroeconomics Annual|American Economic Review|European Economic Review|Journal of Political Economy
2-s2.0-0345447671,2003,84939793498|0040705364|0000318873|0348194856|0003112060|0025495895|0031280670|0031513224|0034553084|2342505938|84977737536|0035529293|33748797531,The Journal of Finance|Journal of Finance|Journal of Financial Economics|American Economic Review|Quarterly Journal of Economics|Management Science|Journal of Financial Economics|RAND Journal of Economics|RAND Journal of Economics|Journal of Financial Economics|The Journal of Finance|Academy of Management Journal|Journal of Financial Economics
2-s2.0-0345016470,2003,77956790242|0012574389|0035599933|0000268297|0031291919|0035579995|0012278326|0041075665|0031481783|0027040457|0027036121|0031316870|0003153805,Handbook of Labor Economics|Quarterly Journal of Economics|Brookings Papers on Economic Activity|American Economic Review|Brookings Papers on Economic Activity|Journal of Labor Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Business and Economic Statistics|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Economics and Statistics|American Economic Review
2-s2.0-0344944817,2003,0141678200|0001097029|0001680411|0025217036|0038548458|0032771542|63349109139|0001640038|0033523403|0032888254|0027517138|0000393708|0001332822|0040481570|0005898847|0036265380|0032159427|84980138473|0000278184|84995028873|0038969032|0006037671|0030100132,Medical Decision Making|American Economic Review|Journal of Economic Behavior and Organization|Medical Decision Making|University of Pennsylvania Law Review|Journal of Political Economy|Review of Economic Studies|American Economic Review|Lancet|Death Studies|Journal of Family Practice|American Economic Review|American Economic Review|Quarterly Journal of Economics|Journal of Economic Behavior and Organization|Organizational Behavior and Human Decision Processes|Journal of Personality and Social Psychology|Journal of Behavioral Decision Making|Journal of Monetary Economics|Psychological Science|Quarterly Journal of Economics|Brookings Papers on Economic Activity|Organizational Behavior and Human Decision Processes
2-s2.0-0344585499,2003,0011908444|31344442775|0001289740|0012278326|66049156834|0039774525|0031992124|0001890531|0032754479|21844508577|85040956555,American Economic Review|Handbook of Labor Economics|Econometrica|Quarterly Journal of Economics|Handbook of Health Economics|American Economic Review|Demography|Journal of Economic Perspectives|Pediatrics|Journal of Business and Economic Statistics|World development report 1993. Investing in health
2-s2.0-0344585496,2003,0000553727|0001343896|33751265207|0000473191|0009321539|27744568768|33846625442|0000159003|0035639040|0032693628|0032823355|1542422513|0001761368|0011109182|84960575613|0028586982|0142071531|21144476882|84972819266,Econometrica|Quarterly Journal of Economics|Journal of Planning Education and Research|Review of Economic Studies|Quarterly Journal of Economics|Journal of Political Economy|Handbook of Econometrics|Developmental Psychology|Journal of Labor Economics|Journal of Human Resources|Journal of Political Economy|Journal of Economic Growth|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Economic Studies|Housing Studies|Journal of Labor Economics|Journal of Policy Analysis and Management|Housing Policy Debate
2-s2.0-0344153931,2003,0344032944|0031401502|0002202753|84979188687|84950438438|0030406120|0036487687|0001890195|0000172683|0000946257|85077581788|0033180198,American Economic Review|American Economic Review|American Economic Review|Economica|Quarterly Journal of Economics|Journal of International Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|Journal of International Economics|RAND Journal of Economics|Journal of Development Economics
2-s2.0-0042863235,2003,38249000586|84960610685|0030366952|0029202827|0001435324|84963061006|38149147182|4243442002|44149093434|0000738652|0034980807|0000033632|0025677813|0037609397,Journal of Economic Theory|Quarterly Journal of Economics|Econometrica|Econometrica|Games and Economic Behavior|Review of Economic Studies|Journal of Economic Theory|Review of Economic Studies|Journal of Economic Theory|Journal of Economic Theory|Journal of Political Economy|Journal of Political Economy|American Economic Review|Games and Economic Behavior
2-s2.0-0042863218,2003,0000073539|84960565609|84884301289|0009321539|27744568768|0029515109|84909522870|0036274971|34247616236|0001661241|0001411954|0001670646|0008848582|0001761368|0039888638|38249018635|0010210093|0039594465|34247529903,Review of Economic Studies|Quarterly Journal of Economics|Journal of the American Statistical Association|Quarterly Journal of Economics|Journal of Political Economy|American Economic Review|Journal of the American Statistical Association|Journal of Public Economics|Quarterly Journal of Economics|Psychological Review|Journal of Economic Theory|American Psychologist|Quarterly Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Economic Theory|Journal of the American Statistical Association|Quarterly Journal of Economics|Cognitive Psychology
2-s2.0-0042863195,2003,0018656355|0017258871|0014297593|0027362097|0029662539|0025660350|0018662685|0024596187|0029411904|0031660650|0018480971|0028911083|0029908352|84949193513|0039461768|0039012005|0032054358|0021134687,Science|Science|Biometrics|New England Journal of Medicine|Journal of Health Economics|Journal of Political Economy|American Journal of Epidemiology|Journal of Urban Economics|Journal of the Air and Waste Management Association|American Journal of Obstetrics and Gynecology|Journal of Environmental Economics and Management|American Journal of Respiratory and Critical Care Medicine|Pediatrics|Journal of the American Statistical Association|Journal of Econometrics|Quarterly Journal of Economics|Environmental Research|JAMA: The Journal of the American Medical Association
2-s2.0-0041861253,2003,84960565609|0043094430|0009321539|27744568768|0036274971|0029475837|0035212713|0008848582|0001761368|0039888638|84960575613|0002885747|0005508977,Quarterly Journal of Economics|Journal of Public Economics|Quarterly Journal of Economics|Journal of Political Economy|Journal of Public Economics|Journal of Political Economy|Journal of Economic Surveys|Quarterly Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Economic Studies|Journal of Economic Perspectives|Quarterly Journal of Economics
2-s2.0-0041861222,2003,44949274046|0000974763|0001099198|0038473842|0346279155|0000901038|0001711629|0038969032|0039888638|0038957677,Organizational Behavior and Human Decision Processes|American Psychologist|Quarterly Journal of Economics|American Economic Review|NBER Macroeconomics Annual|American Psychologist|Econometrica|Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review
2-s2.0-0041861217,2003,0031409153|0004902835|0038118963|0002572741|0034456531|85016617365|0031753474|0002238208|84874576857|0033462334|0034421449,Economist|Econometrica|Research in Economics|Journal of Public Economics|Economist|Journal of Political Economy|Journal of Political Economy|Ricerche Economiche|Journal of Business and Economic Statistics|Review of Economics and Statistics|Review of Economics and Statistics
2-s2.0-0041360394,2003,0042481764|0040435486|0041672312|0012580740|21144461502|0007980134|43949169873|0033652771|0031066567|0038831386|48749137431|0000612260|0003112060|0039011997|0035635521|84993843481|84977738336|48549110620|0003457920|0001051586|84977717063|0242467607|58149364936|0010104543|0041488892,Journal of Finance|Journal of Finance|Journal of Finance|Journal of Finance|Quarterly Journal of Economics|American Economic Review|Journal of Empirical Finance|Journal of Political Economy|Journal of Financial Economics|Quarterly Journal of Economics|Carnegie-Rochester Confer. Series on Public Policy|Journal of Financial Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Financial Studies|The Journal of Finance|The Journal of Finance|Journal of Financial Economics|Journal of Finance|American Economic Review|The Journal of Finance|Journal of Financial Economics|Journal of Financial Economics|Journal of Business|Journal of Finance
2-s2.0-0041360374,2003,0038134624|0039486125|0001502411|0002275941|0000999134|0031285042|0033456798|0033411103|0035586461|58149372679|0000590932|0034279620|21344475889|0000304986|0031155092|0029411777|0034195036|0030960168,Quarterly Journal of Economics|Industrial and Labor Relations Review|American Economic Review|Journal of Economic Perspectives|Journal of Personality and Social Psychology|Personality and Social Psychology Bulletin|Journal of Personality and Social Psychology|Psychological Bulletin|Journal of Educational Psychology|Psychological Review|American Economic Review|Psychological Science|Journal of Educational Psychology|American Economic Review|American Psychologist|Journal of Personality and Social Psychology|Journal of Educational Psychology|Nature
2-s2.0-0037549828,2003,0000190713|0002328492|84970378117|0040081817|0001609111|21144484210|0038630065|33644759913|0031499673,Research in Higher Education|Journal of the American Statistical Association|Teaching of Psychology|American Economic Review|American Economic Review|Applied Measurement in Education|American Economic Review|Economics of Education Review|Applied Psychological Measurement
2-s2.0-0038692226,2003,0029539580|11944250828|0028559692|0029505672|0032468514,Economic Development & Cultural Change|Science|American Economic Review|Quarterly Journal of Economics|Progress in Physical Geography
2-s2.0-0038353808,2003,0009321539|84960603508|0029515109|0030319344|17144459752|0008848582|0000590932|0001761368|0011109182|84960575613|0001492249|0005508977|0034992027|84902699797,Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|American Economic Review|Social Science Quarterly|Quarterly Journal of Economics|American Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Economic Studies|Journal of Economic Perspectives|Quarterly Journal of Economics|Review of Economic Studies|Chinatown: The Socioeconomic Potential of an Urban Enclave
2-s2.0-0037677811,2003,0037306950|0036487678|85010527106|0001654625|0038630065|0038630073|0036866103|0001040607|0041374878|0036251288|84984517112|0001503097|0032416910|0033466690|0033025387,"European Economic Review|Quarterly Journal of Economics|Journal of Legal Pluralism and Unofficial Law|Quarterly Journal of Economics|American Economic Review|Journal of Economic Literature|Quarterly Journal of Economics|American Economic Review|European Economic Review|Journal of Law, Economics, and Organization|Economics & Politics|Journal of Finance|Journal of Political Economy|Journal of Law, Economics, and Organization|World Bank Research Observer"
2-s2.0-0037677805,2003,0000089763|0000656779|84959848430|0011771155|0034981137|0000521192|0037282454|0000190785|33748351169|0040956865|0040362711|0034949589|84960575613|0001492249|0020898288|0031539095,Quarterly Journal of Economics|Quarterly Journal of Economics|Social Forces|Quarterly Journal of Economics|Review of Economic Studies|Biometrika|Kyklos|Journal of Economic Perspectives|Journal of Interdisciplinary History|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Political Economy|Review of Economic Studies|Journal of Economic Perspectives|The Journal of Economic History|Journal of Policy Analysis and Management
2-s2.0-0037677802,2003,85005305538|84959835849|0011269850|0042626505|0034353982|0033673519|0000601655|84959809412,Quarterly Journal of Economics|Review of Economic Studies|American Journal of Agricultural Economics|Journal of Political Economy|Journal of Law and Economics|Journal of Environmental Health|American Economic Review|Review of Economic Studies
2-s2.0-0037677792,2003,77956790242|0036453288|0000234053|0000284929|0001890531|0037953635,Handbook of Labor Economics|Journal of Labor Economics|Journal of Political Economy|Journal of Economic History|Journal of Economic Perspectives|Canadian Journal of Economics
2-s2.0-0037677759,2003,0033401906|0033936499|0036589489|0031418748|21844504524|84942834707|0012915033|0036212741|2542640526|0036693732|0038969196|0031232423|0001691088|0028588795|84934563593|84960609976|0001635531|4243088649|0005495431|0030511150|0037615624|0027713860,Journal of Political Economy|European Economic Review|Quarterly Journal of Economics|Journal of Political Economy|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Monetary Economics|Econometrica|Review of Economic Studies|Journal of Political Economy|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Political Economy|Journal of Political Economy|Journal of Political Economy|Review of Economic Studies|Journal of Econometrics|Journal of Political Economy|Journal of Finance|Journal of Monetary Economics|Journal of Monetary Economics|American Economic Review
2-s2.0-0037332185,2003,0001388936|0000516912|0000472842|0013040286|1542424092|0000678520|0002326064|0345358529|0036487678|70350107204|84959828858|0035175350|0003287435|54749120012|84960604076|0033948859|0037975094|84925980620,American Economic Review|Economic Journal|American Economic Review|Quarterly Journal of Economics|Journal of Economic Literature|Journal of Political Economy|Journal of Economic Perspectives|Journal of Law and Economics|Quarterly Journal of Economics|Handbook of Econometrics|Quarterly Journal of Economics|Journal of Political Economy|Journal of Public Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of International Economics|Journal of Public Economics|The Journal of Development Studies
2-s2.0-0345447667,2003,84974274943|0002097677|84993921339|84890656542|84959821636|1542710482|0001791968|0039924420|0031232423|0024569535|0035727547|84977725256|0006260747|0001343573|0003167344|0038605950|84983970738|0035044849|0030525596|0000021956|0036219398|0030242133,"Journal of Financial and Quantitative Analysis|Journal of Financial Intermediation|The Journal of Finance|The Econometrics of Financial Markets|Review of Economic Studies|NBER Macroeconomics Annual|American Economic Review|Journal of Money, Credit and Banking|Journal of Monetary Economics|American Economic Review|Journal of Urban Economics|The Journal of Finance|Quarterly Journal of Economics|The Journal of Finance|Journal of Monetary Economics|American Economic Review|Real Estate Economics|Oxford Economic Papers|Review of Economics and Statistics|The Journal of Real Estate Finance and Economics|Econometrica|Journal of Financial Economics"
2-s2.0-0345016473,2003,18744405994|0031418604|0023723261|0026340197|84923067231,Review of Economics and Statistics|Journal of Political Economy|Regional Science and Urban Economics|Journal of Political Economy|Quarterly Journal of Economics
2-s2.0-0345016471,2003,0000602479|0000104607|0042132534|84968141602|0012574389|0040079793|0028595787|0000959792|0344895869|0032816188|0036487688|0002295267|0036448973|0012644405|0031407983|0035457951|0344464016|0038980895|0344895861|0031481783|0002639857|77956724779|0027040457,Quarterly Journal of Economics|American Economic Review|Journal of Economic Literature|California Management Review|Quarterly Journal of Economics|Industrial and Labor Relations Review|Quarterly Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Economic Journal|Quarterly Journal of Economics|Journal of Economic Perspectives|Journal of Labor Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|American Journal of Sociology|Canadian Journal of Economics|Quarterly Journal of Economics|Journal of Economic Perspectives|Journal of Business and Economic Statistics|Journal of Economic Perspectives|Handbook of Labor Economics|Quarterly Journal of Economics
2-s2.0-0344153930,2003,0011775722|0029486192|0000527716|0036866084|0034800825|34248428827|0000345748|0001890195|0002322852|84972959926|0036589374|84952209977|0006037416|0032460591|0002548650|33846102617,American Economic Review|Economic Policy|Journal of Public Economics|Quarterly Journal of Economics|Journal of International Economics|Public Choice|European Economic Review|Quarterly Journal of Economics|Economics and Politics|American Political Science Review|Quarterly Journal of Economics|Journal of Business and Economic Statistics|Quarterly Journal of Economics|Journal of Political Economy|Review of Economic Studies|NBER Macroeconomics Annual
2-s2.0-0042362127,2003,0036801220|0039768872|0003012829|70350123280|84963071544|0037389203,Review of Economic Studies|Brookings Papers on Economic Activity|IMF Staff Papers|Handbook of Industrial Organization|Quarterly Journal of Economics|Economic Policy
2-s2.0-0038353805,2003,0041077402|70449089152|0006260747|0000908969|43949165060,American Economic Review|Handbook of Macroeconomics|Quarterly Journal of Economics|Journal of Econometrics|Carnegie-Rochester Confer. Series on Public Policy
2-s2.0-0038353798,2003,84983979235|0001252323|0039130984|0038473842|0000433660|0002572741|84959731612|84963069350|84986409625|0001844284|0004908562|0038969032|0006037671|84963075943|84963066478|0001598420|84963071606,Review of Income and Wealth|American Economic Review|Quarterly Journal of Economics|American Economic Review|Journal of Public Economics|Journal of Public Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Applied Econometrics|Economic Theory|Review of Economic Dynamics|Quarterly Journal of Economics|Brookings Papers on Economic Activity|Review of Economic Studies|Review of Economic Studies|Review of Economic Studies|Review of Economic Studies
2-s2.0-0038146833,2003,0036589488|33846048467|84937149683|0035156134|0036376395|0028807374|0034401604|0037615687|0036255834|0346462057|0036589471|0036300122,Quarterly Journal of Economics|NBER Macroeconomics Annual|American Economic Review|Journal of International Economics|Econometrica|Journal of International Economics|Economics Letters|American Economic Review|Journal of Political Economy|Journal of Economic Perspectives|Quarterly Journal of Economics|European Economic Review
2-s2.0-0037332222,2003,84978559324|0038969031|0033270827|0040481570|44149093434|0007556715|0036184473|0041906953|0001454891,American Economic Review|Quarterly Journal of Economics|Journal of Risk and Uncertainty|Quarterly Journal of Economics|Journal of Economic Theory|American Economic Review|Journal of Political Economy|Journal of Economic Behavior and Organization|Journal of Econometrics
2-s2.0-0037332214,2003,84916936900|77958406983|0001852811|0033446833|0041049076|0000069353|0002624840|0346444531|0000380080|0002815497|0034359918|0001650996|0000544450|0035588238|0013533328|84971915463|38549147867|0031066567|0039657044|0013469684|0000357552|0000612260|84993907227|34447504242|0000689190|0003112060,"The Journal of Finance|Journal of Law, Economics, and Organization|Journal of Financial Economics|RAND Journal of Economics|Journal of Finance|Journal of Financial Economics|Journal of Finance|Texas Law Review|Journal of Financial Economics|Journal of Risk and Insurance|Journal of Law, Economics, and Organization|Journal of Financial Economics|Journal of Financial Economics|Journal of Law, Economics, and Organization|Journal of Corporate Finance|Journal of Financial and Quantitative Analysis|Journal of Financial Economics|Journal of Financial Economics|Journal of Finance|Quarterly Journal of Economics|Journal of Economic Perspectives|Journal of Financial Economics|The Journal of Finance|Journal of Financial Economics|Financial Review|Quarterly Journal of Economics"
2-s2.0-0037331952,2003,0009321539|0029515109|0000713982|31344442775|0031414087|0032799566|0035591360|0000356221|0001761368|77956741665|0033388205|84970670068|85040898623,Quarterly Journal of Economics|American Economic Review|Journal of Urban Economics|Handbook of Labor Economics|Quarterly Journal of Economics|Regional Science and Urban Economics|Journal of Labor Economics|Housing Policy Debate|Quarterly Journal of Economics|Handbook of Population and Family Economics|Journal of Political Economy|Sociological Perspectives|The migration of labor
2-s2.0-0037331950,2003,21944457167|0034547754|23044518060|0345086567|0033174031|0030306646|0000254125|0035464133|21844491157|77952373089|0032104361|22644451494|0039251235|34248155618|0000050520|21344493066|0043079984|0032391326|0001592419|38249029840|0035595236|84979347687|0000899993,Journal of Behavioral Decision Making|Journal of Experimental Psychology: General|Journal of Behavioral Decision Making|European Economic Review|Organizational Behavior and Human Decision Processes|Economic Theory|Marketing Letters|Psychological Science|Quarterly Journal of Economics|Quarterly Journal of Economics|Resource and Energy Economics|Journal of Consumer Psychology|Psychological Bulletin|Journal of Environmental Economics and Management|Psychological Review|Journal of Risk and Uncertainty|Journal of Risk and Uncertainty|Journal of Risk and Uncertainty|Quarterly Journal of Economics|Organizational Behavior and Human Decision Processes|Social Cognition|Journal of Social Issues|American Psychologist
2-s2.0-0037331911,2003,0042132534|0030364687|0000594675|33847514005|0034077757|77956724779|0027040457|70350095599|0000098045,Journal of Economic Literature|Econometrica|American Economic Review|Quarterly Journal of Economics|Journal of Political Economy|Handbook of Labor Economics|Quarterly Journal of Economics|Handbook of Income Distribution|Handbook of Income Distribution
