scopus_id,year,managing_editor,editor,associate_editor
6603944251,2013,German Economic Review,,Journal of Business and Economic Statistics
6603944251,2014,German Economic Review,,Journal of Business and Economic Statistics
6603944251,2015,German Economic Review,,Journal of Business and Economic Statistics
6603944251,2016,German Economic Review,,Journal of Business and Economic Statistics
6603944251,2017,German Economic Review,,Journal of Business and Economic Statistics
6603944251,2018,German Economic Review,,Journal of Business and Economic Statistics
6603944251,2019,German Economic Review,,Journal of Business and Economic Statistics
6701331523,2013,,,Journal of International Money and Finance
6701331523,2014,,,Journal of International Money and Finance
6701331523,2015,,,Journal of International Money and Finance
6701331523,2016,,,Journal of International Money and Finance
6701331523,2017,,,Journal of International Money and Finance
6701331523,2018,,,Journal of International Money and Finance
6701331523,2019,,,Journal of International Money and Finance
6701450632,1995,,Review of Income and Wealth; European Journal of Social Policy; Journal of Gerontology Social Science,
6701450632,1996,,Review of Income and Wealth; European Journal of Social Policy; Journal of Gerontology Social Science,
6701450632,1997,,Review of Income and Wealth; European Journal of Social Policy; Journal of Gerontology Social Science,
6701450632,1998,,Review of Income and Wealth; European Journal of Social Policy,
6701450632,1999,Schmollers Jahrbuch (Journal of Applied Social Sciences),Review of Income and Wealth; European Journal of Social Policy,
6701450632,2000,Schmollers Jahrbuch (Journal of Applied Social Sciences),Review of Income and Wealth; European Journal of Social Policy,
6701450632,2001,Schmollers Jahrbuch (Journal of Applied Social Sciences),Journal of Economic Inequality; Review of Income and Wealth; Journal of Gerontology Social Science,
6701450632,2002,Schmollers Jahrbuch (Journal of Applied Social Sciences),Journal of Economic Inequality; Review of Income and Wealth; Journal of Gerontology Social Science,
6701450632,2003,Schmollers Jahrbuch (Journal of Applied Social Sciences),Journal of Economic Inequality; Journal of Policy Analysis and Management; Review of Income and Wealth; Journal of Gerontology Social Science,
6701450632,2004,Schmollers Jahrbuch (Journal of Applied Social Sciences),Child and Youth Services Review; Journal of Economic Inequality; Journal of Policy Analysis and Management; Review of Income and Wealth; Journal of Gerontology Social Science,
6701450632,2005,Schmollers Jahrbuch (Journal of Applied Social Sciences),Child and Youth Services Review; Journal of Economic Inequality; Journal of Policy Analysis and Management; Review of Income and Wealth; Journal of Gerontology Social Science,
6701450632,2006,Schmollers Jahrbuch (Journal of Applied Social Sciences),Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth; Journal of Gerontology Social Science,
6701450632,2007,Schmollers Jahrbuch (Journal of Applied Social Sciences),Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth; Journal of Gerontology Social Science,
6701450632,2008,Schmollers Jahrbuch (Journal of Applied Social Sciences),Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth; Journal of Gerontology Social Science,
6701450632,2009,Schmollers Jahrbuch (Journal of Applied Social Sciences),Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth; Journal of Gerontology Social Science,
6701450632,2010,Schmollers Jahrbuch (Journal of Applied Social Sciences),Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth; Journal of Gerontology Social Science,
6701450632,2011,Schmollers Jahrbuch (Journal of Applied Social Sciences),Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth,
6701450632,2012,Schmollers Jahrbuch (Journal of Applied Social Sciences),Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth,
6701450632,2013,,Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth,
6701450632,2014,,Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth,
6701450632,2015,,Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth,
6701450632,2016,,Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth,
6701450632,2017,,Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth,
6701450632,2018,,Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth,
6701450632,2019,,Child and Youth Services Review; Journal of Economic Inequality; Journal of Income Distribution; Journal of Policy Analysis and Management; Review of Income and Wealth,
6701460925,1994,American Economic Review,,
6701460925,1995,American Economic Review,,
6701460925,1996,American Economic Review,,
6701460925,1997,American Economic Review,,
6701460925,1998,American Economic Review,,
6701460925,1999,American Economic Review,,American Economic Review
6701460925,2000,,,American Economic Review
6701460925,2001,American Economic Review,,Journal of Public Economics; Economics and Geography
6701460925,2002,American Economic Review,,Journal of Public Economics; Economics and Geography
6701460925,2003,American Economic Review,,Journal of Public Economics; Economics and Geography
6701460925,2004,Journal of Public Economic Theory,,Journal of Public Economics; Economics and Geography
6701460925,2005,Journal of Public Economic Theory,,Journal of Public Economics; Economics and Geography
6701460925,2006,Journal of Public Economics; Economics and Geography,,Journal of Public Economics; B.E. Journal of Economic Analysis and Policy
6701460925,2007,Journal of Public Economics; B.E. Journal of Economic Analysis and Policy,,Journal of Public Economic Theory
6701460925,2008,Journal of Public Economics; B.E. Journal of Economic Analysis and Policy,,Journal of Public Economic Theory
6701460925,2009,Journal of Public Economics; B.E. Journal of Economic Analysis and Policy,,Journal of Public Economic Theory
6701460925,2010,Journal of Public Economics; B.E. Journal of Economic Analysis and Policy,,Journal of Public Economic Theory
6701460925,2011,Journal of Public Economics; B.E. Journal of Economic Analysis and Policy,,Journal of Public Economic Theory
6701460925,2012,Journal of Public Economics; B.E. Journal of Economic Analysis and Policy,,Journal of Public Economic Theory
6701460925,2013,Journal of Public Economics,,Economics and Geography
6701460925,2014,Journal of Public Economics,,Economics and Geography
6701468567,1986,,Management Science,
6701468567,1987,,Management Science,
6701468567,1988,,Management Science,Journal of Mathematical Economics
6701468567,1989,,Management Science,Journal of Mathematical Economics
6701468567,1990,,Journal of Mathematical Economics,
6701468567,1991,,Journal of Mathematical Economics,
6701468567,1992,,Journal of Mathematical Economics,
6701468567,1993,,Journal of Mathematical Economics,
6701468567,1994,,Journal of Mathematical Economics,
6701468567,1995,,Journal of Mathematical Economics,
6701468567,1996,,Journal of Mathematical Economics,
6701521662,1984,,,Quarterly Journal of Economics
6701521662,1985,,,Quarterly Journal of Economics
6701521662,1986,,,Quarterly Journal of Economics
6701521662,1987,,,Quarterly Journal of Economics; Journal of Economic Perspectives
6701521662,1988,,,Quarterly Journal of Economics; Journal of Economic Perspectives
6701521662,1989,,,Quarterly Journal of Economics; Journal of Economic Perspectives
6701521662,1990,,,Quarterly Journal of Economics; Journal of Economic Perspectives
6701521662,1991,,,Quarterly Journal of Economics
6701521662,1992,,,Quarterly Journal of Economics
6701521662,1993,Review of Economics and Statistics,,Quarterly Journal of Economics
6701521662,1994,Review of Economics and Statistics,,Quarterly Journal of Economics
6701521662,1995,Economics Letters,,Quarterly Journal of Economics; Review of Economics and Statistics
6701521662,1996,Review of Economics and Statistics,,Journal of International Economics
6701521662,1997,,,Journal of International Economics
6701521662,1998,,,Journal of International Economics
6701521662,1999,,,Journal of International Economics
6701521662,2000,NBER Macroeconomics Annual,,Journal of International Economics
6701521662,2001,NBER Macroeconomics Annual,,Journal of International Economics
6701521662,2002,NBER Macroeconomics Annual,,Journal of International Economics
6701521662,2003,NBER Macroeconomics Annual,,Journal of International Economics
6701521662,2004,NBER Macroeconomics Annual,,Journal of International Economics
6701521662,2005,NBER Macroeconomics Annual,,Journal of International Economics
6701521662,2006,NBER Macroeconomics Annual,,Journal of International Economics
6701521662,2007,NBER Macroeconomics Annual,,Journal of International Economics
6701521662,2008,NBER Macroeconomics Annual,,Journal of International Economics
6701521662,2009,NBER Macroeconomics Annual,,Journal of International Economics
6701521662,2010,NBER Macroeconomics Annual,,Journal of International Economics
6701521662,2011,,,Journal of International Economics
6701521662,2012,,,Journal of International Economics
6701521662,2013,,,Journal of International Economics
6701521662,2014,,,Journal of International Economics
6701521662,2015,,,Journal of International Economics
6701521662,2016,,,Journal of International Economics
6701521662,2017,,,Journal of International Economics
6701547607,1963,,,Financial Management
6701547607,1964,,,Financial Management
6701547607,1965,,,Financial Management
6701547607,1966,,,Financial Management
6701547607,1967,,,Financial Management
6701547607,1968,,,Financial Management
6701547607,1969,,,Financial Management
6701547607,1970,,,Financial Management
6701547607,1971,,,Financial Management
6701547607,1972,,,Financial Management
6701547607,1973,,,Financial Management
6701547607,1974,,,Financial Management
6701547607,1975,,,Financial Management
6701547607,1976,,,Financial Management
6701547607,1977,,,Financial Management
6701547607,1978,,,Financial Management
6701547607,1979,,,Financial Management
6701547607,1980,,,Financial Management
6701547607,1981,,,Financial Management
6701547607,1982,,,Financial Management
6701547607,1983,,,Financial Management
6701547607,1984,,,Financial Management
6701547607,1985,,,Financial Management
6701547607,1986,,,Financial Management
6701547607,1987,,,Financial Management
6701547607,1988,,,Financial Management
6701547607,1989,,,Financial Management
6701547607,1990,,,Financial Management
6701547607,1996,,,Journal of Financial Research
6701547607,2000,,,Journal of Corporate Finance
6701547607,2001,,,Journal of Corporate Finance
6701547607,2002,,,Journal of Corporate Finance
6701547607,2003,,,Journal of Corporate Finance
6701547607,2004,,,Journal of Corporate Finance
6701547607,2005,,,Journal of Corporate Finance
6701547607,2006,,,Journal of Corporate Finance
6701547607,2007,,,Journal of Corporate Finance
6701547607,2008,,,Journal of Corporate Finance
6701547607,2009,,,Journal of Corporate Finance
6701547607,2010,,,Journal of Corporate Finance
6701547607,2011,,,Journal of Corporate Finance
6701568246,2001,,,Journal of Investing
6701568246,2002,,,Journal of Investing
6701568246,2003,,,Journal of Investing
6701568246,2004,,,Journal of Investing
6701568246,2005,,,Journal of Investing
6701568246,2006,,,Journal of Investing
6701568246,2007,,,Journal of Investing
6701568246,2008,,,Journal of Investing
6701568246,2009,,,Journal of Investing
6701568246,2010,,,Journal of Investing
6701568246,2011,,,Journal of Investing
6701568246,2012,,,Journal of Investing
6701569716,2004,NBER Macroeconomics Annual,,
6701569716,2005,NBER Macroeconomics Annual,,
6701569716,2006,NBER Macroeconomics Annual,,
6701569716,2007,NBER Macroeconomics Annual,,
6701569716,2008,NBER Macroeconomics Annual,,
6701569716,2009,NBER Macroeconomics Annual,,
6701569716,2010,NBER Macroeconomics Annual,,
6701569716,2011,NBER Macroeconomics Annual,,
6701569716,2012,NBER Macroeconomics Annual,,
6701569716,2013,NBER Macroeconomics Annual,,
6701569716,2014,NBER Macroeconomics Annual,,
6701569716,2015,NBER Macroeconomics Annual,,
6701569716,2016,NBER Macroeconomics Annual,,
6701569716,2017,NBER Macroeconomics Annual,,
6701569716,2018,NBER Macroeconomics Annual,,
6701579737,2005,Journal of International Economics,,
6701579737,2006,Journal of International Economics,,International Finance
6701579737,2007,Journal of International Economics,,International Finance
6701579737,2008,Journal of International Economics,,International Finance
6701579737,2009,Journal of International Economics; Applied Economics Quarterly,,IMF Economic Review
6701579737,2010,Journal of International Economics; Applied Economics Quarterly,,IMF Economic Review
6701579737,2011,Journal of International Economics; Applied Economics Quarterly,,IMF Economic Review
6701579737,2012,Journal of International Economics; Applied Economics Quarterly,,IMF Economic Review
6701579737,2013,Journal of International Economics; Applied Economics Quarterly,,IMF Economic Review
6701579737,2014,Journal of International Economics; Applied Economics Quarterly,,IMF Economic Review
6701579737,2015,Journal of International Economics; Applied Economics Quarterly,,IMF Economic Review
6701579737,2016,Journal of International Economics; Applied Economics Quarterly,,IMF Economic Review
6701579737,2017,Journal of International Economics; Applied Economics Quarterly,,IMF Economic Review
6701579737,2018,Journal of International Economics; Applied Economics Quarterly,,IMF Economic Review
6701579737,2019,Journal of International Economics; Applied Economics Quarterly,,IMF Economic Review
6701596295,2000,Journal of Financial Intermediation,,
6701596295,2001,Journal of Financial Intermediation,,
6701596295,2002,Journal of Financial Intermediation,,
6701596295,2003,Journal of Financial Intermediation,,
6701596295,2004,Journal of Financial Intermediation,,
6701596295,2005,Journal of Financial Intermediation,,
6701596295,2006,,,
6701596295,2007,,,
6701596295,2008,,,
6701596295,2009,,,
6701596295,2010,,North American Journal of Economics and Finance,
6701596295,2011,,North American Journal of Economics and Finance,
6701596295,2012,,North American Journal of Economics and Finance,
6701596295,2013,,North American Journal of Economics and Finance,Journal of Financial Intermediation
6701596295,2014,,North American Journal of Economics and Finance,Journal of Financial Intermediation
6701596295,2015,,North American Journal of Economics and Finance,Journal of Financial Intermediation
6701596295,2016,,North American Journal of Economics and Finance,Journal of Financial Intermediation
6701596295,2017,,North American Journal of Economics and Finance,Journal of Financial Intermediation
6701596295,2018,,North American Journal of Economics and Finance,Journal of Financial Intermediation
6701596295,2019,,North American Journal of Economics and Finance,Journal of Financial Intermediation
6701603939,1980,,,Journal of Econometrics
6701603939,1981,,,Journal of Econometrics
6701603939,1982,,,Journal of Econometrics
6701603939,1983,,,Journal of Econometrics
6701603939,1990,,,Journal of Real Estate Finance and Economics
6701603939,1991,,,Journal of Real Estate Finance and Economics
6701603939,1992,,,Journal of Real Estate Finance and Economics
6701603939,1993,,,Journal of Real Estate Finance and Economics
6701603939,1994,,,Journal of Real Estate Finance and Economics
6701603939,1995,,,Journal of Real Estate Finance and Economics
6701603939,1996,,,Journal of Real Estate Finance and Economics
6701603939,1997,,,Journal of Real Estate Finance and Economics
6701603939,1998,,,Journal of Real Estate Finance and Economics
6701603939,1999,,,Journal of Real Estate Finance and Economics
6701603939,2000,,,Journal of Real Estate Finance and Economics
6701603939,2001,,,Journal of Real Estate Finance and Economics
6701603939,2002,,,Journal of Real Estate Finance and Economics
6701603939,2003,,,Journal of Real Estate Finance and Economics
6701603939,2004,Annals of Finance,,Journal of Real Estate Finance and Economics
6701603939,2005,Annals of Finance,,Journal of Real Estate Finance and Economics
6701603939,2006,Annals of Finance,,Journal of Real Estate Finance and Economics
6701603939,2007,Annals of Finance,,Journal of Real Estate Finance and Economics
6701603939,2008,Annals of Finance,,Journal of Real Estate Finance and Economics
6701603939,2009,Annals of Finance,,Journal of Real Estate Finance and Economics
6701603939,2010,Annals of Finance,,Journal of Real Estate Finance and Economics
6701603939,2011,Annals of Finance,,Journal of Real Estate Finance and Economics
6701606939,2002,,,Review of Economic Dynamics
6701606939,2003,Review of Economic Dynamics,,Review of Economic Dynamics
6701606939,2004,Review of Economic Dynamics,,Journal of Economic Theory
6701606939,2005,Review of Economic Dynamics,,Journal of Economic Theory; International Economic Review; Review of Economic Studies
6701606939,2006,,,Quarterly Journal of Economics
6701606939,2009,Review of Economic Dynamics,Theoretical Economics,
6701621055,2009,,Journal of Financial Intermediation,
6701621055,2010,,Journal of Financial Intermediation,
6701621055,2011,,Journal of Financial Intermediation,Review of Financial Studies
6701621055,2012,,Journal of Financial Intermediation,Journal of Finance
6701621055,2013,Review of Financial Studies,Journal of Financial Intermediation,Journal of Financial Intermediation
6701621055,2014,Review of Financial Studies,Review of Financial Studies,Journal of Financial Intermediation
6701621055,2015,,Review of Financial Studies,Journal of Financial Intermediation
6701621055,2016,,Review of Financial Studies,Journal of Financial Intermediation
6701621055,2017,,Review of Financial Studies,Journal of Financial Intermediation
6701621055,2018,,Review of Financial Studies,Journal of Financial Intermediation
6701621055,2019,,Review of Financial Studies,Journal of Financial Intermediation
6701710674,1995,,,International Journal of Finance and Economics
6701710674,1996,,,International Journal of Finance and Economics
6701710674,1997,,"Journal of Money, Credit and Banking",International Journal of Finance and Economics
6701710674,1998,,"Journal of Money, Credit and Banking",International Journal of Finance and Economics
6701710674,1999,,"Journal of Money, Credit and Banking",International Journal of Finance and Economics
6701710674,2000,,,International Journal of Finance and Economics
6701710674,2001,,,International Journal of Finance and Economics
6701710674,2002,,,International Journal of Finance and Economics
6701710674,2003,,,"International Journal of Finance and Economics; Journal of International Economics; Journal of Money, Credit and Banking"
6701710674,2004,,,"International Journal of Finance and Economics; Journal of International Economics; Journal of Money, Credit and Banking"
6701710674,2005,,,"International Journal of Finance and Economics; Journal of International Economics; Journal of Money, Credit and Banking"
6701710674,2006,,,"International Journal of Finance and Economics; Journal of International Economics; Journal of Money, Credit and Banking"
6701710674,2007,,,"International Journal of Finance and Economics; Journal of International Economics; Journal of Money, Credit and Banking"
6701710674,2008,,,"International Journal of Finance and Economics; Journal of International Economics; Journal of Money, Credit and Banking; New Zealand Economic Papers; Pacific Economic Review"
6701710674,2009,,,"International Journal of Finance and Economics; Journal of International Economics; Journal of Money, Credit and Banking; New Zealand Economic Papers; Pacific Economic Review"
6701710674,2010,,,"International Journal of Finance and Economics; Journal of International Economics; Journal of Money, Credit and Banking; New Zealand Economic Papers; Pacific Economic Review"
6701710674,2011,,Pacific Economic Review,"International Journal of Finance and Economics; Journal of Money, Credit and Banking; New Zealand Economic Papers; Pacific Economic Review"
6701710674,2012,,Pacific Economic Review,"International Journal of Finance and Economics; Journal of Money, Credit and Banking; New Zealand Economic Papers"
6701710674,2013,,Pacific Economic Review,"International Journal of Finance and Economics; Journal of Money, Credit and Banking; New Zealand Economic Papers"
6701710674,2014,,Pacific Economic Review,"International Journal of Finance and Economics; Journal of Money, Credit and Banking; New Zealand Economic Papers"
6701710674,2015,,Pacific Economic Review,"International Journal of Finance and Economics; Journal of Money, Credit and Banking; New Zealand Economic Papers"
6701710674,2016,,Pacific Economic Review,"International Journal of Finance and Economics; Journal of Money, Credit and Banking; New Zealand Economic Papers"
6701710674,2017,,,"International Journal of Finance and Economics; Journal of Money, Credit and Banking; New Zealand Economic Papers"
6701710674,2018,,,"International Journal of Finance and Economics; Journal of Money, Credit and Banking; New Zealand Economic Papers"
6701710674,2019,,,"International Journal of Finance and Economics; Journal of Money, Credit and Banking; New Zealand Economic Papers"
6701711758,2002,,,"Journal of Money, Credit and Banking"
6701711758,2003,,,"Journal of Macroeconomics; Journal of Money, Credit and Banking"
6701711758,2004,,,"Journal of Macroeconomics; Journal of the European Economic Association; Journal of Money, Credit and Banking"
6701711758,2005,,,"Estudios Económicos; Journal of Macroeconomics; Journal of the European Economic Association; Journal of Money, Credit and Banking; Review of Economic Dynamics"
6701711758,2006,,,"Estudios Económicos; Journal of Macroeconomics; Journal of the European Economic Association; Journal of Money, Credit and Banking; Review of Economic Dynamics"
6701711758,2007,,,"Estudios Económicos; Journal of Macroeconomics; Journal of the European Economic Association; Journal of Money, Credit and Banking; Review of Economic Dynamics"
6701711758,2008,,,"Estudios Económicos; Journal of the European Economic Association; Journal of Money, Credit and Banking; Review of Economic Dynamics"
6701711758,2009,,,"Estudios Económicos; Journal of Money, Credit and Banking; Review of Economic Dynamics"
6701711758,2010,,,"Estudios Económicos; Journal of Money, Credit and Banking; Review of Economic Dynamics"
6701711758,2011,,,"Estudios Económicos; Journal of Money, Credit and Banking; Review of Economic Dynamics"
6701711758,2012,,,Review of Economic Dynamics
6701711758,2013,International Journal of Central Banking,,Review of Economic Dynamics
6701711758,2014,International Journal of Central Banking,,Review of Economic Dynamics
6701711758,2015,International Journal of Central Banking,,
6701711758,2016,International Journal of Central Banking,,
6701823402,2004,,,Journal of Productivity Analysis
6701823402,2005,,,Journal of Productivity Analysis
6701823402,2006,,,Journal of Productivity Analysis
6701823402,2007,,,Journal of Productivity Analysis
6701823402,2008,,,Journal of Productivity Analysis
6701823402,2009,,,Journal of Productivity Analysis
6701823402,2010,,,Journal of Productivity Analysis
6701823402,2011,,,Journal of Productivity Analysis
6701823402,2012,,,Journal of Productivity Analysis
6701823402,2013,,,Journal of Productivity Analysis
6701823402,2014,,,Journal of Productivity Analysis
6701835571,2008,,,American Economic Journal: Macroeconomics
6701835571,2009,,,American Economic Journal: Macroeconomics
6701835571,2010,,,Journal of Monetary Economics
6701835571,2011,American Economic Journal: Macroeconomics,,Journal of Monetary Economics
6701835571,2012,American Economic Journal: Macroeconomics,,Journal of Monetary Economics
6701835571,2013,American Economic Journal: Macroeconomics,,Journal of Monetary Economics
6701835571,2014,Journal of Political Economy; American Economic Review,,Quarterly Journal of Economics
6701835571,2015,Journal of Political Economy,,
6701835571,2016,Journal of Political Economy,,
6701835571,2017,Journal of Political Economy,,
6701835571,2018,NBER Macroeconomics Annual,,
6701835571,2019,NBER Macroeconomics Annual,,
6701920051,1997,,,Spanish Economic Review
6701920051,1998,,,Spanish Economic Review
6701920051,1999,,,Spanish Economic Review
6701920051,2000,,,Spanish Economic Review
6701920051,2002,,,Economie Internationale
6701920051,2003,,,Journal of the European Economic Association
6701920051,2004,,,Journal of the European Economic Association
6701920051,2005,,,Journal of the European Economic Association
6701920051,2006,,,Journal of the European Economic Association
6701920051,2007,,,Journal of the European Economic Association
6701920051,2008,,,Journal of the European Economic Association
6701920051,2009,,,Economie Internationale
6701920051,2010,,,Economie Internationale
6701920051,2011,,,Economie Internationale
6701920051,2012,,,Economie Internationale
6701920051,2013,,,Economie Internationale
6701920051,2014,,,Economie Internationale
6701920051,2015,,,Economie Internationale
6701920051,2016,,,Economie Internationale
6701920051,2017,,,Economie Internationale
6701920051,2018,,,Economie Internationale
7003275699,2002,,,"Journal of Money, Credit and Banking"
7003275699,2003,,,"Journal of Money, Credit and Banking"
7003275699,2004,Economic Policy Review; Federal Reserve Bank of New York,,"Journal of Money, Credit and Banking"
7003275699,2005,Economic Policy Review; Federal Reserve Bank of New York,,"Journal of Money, Credit and Banking"
7003275699,2006,Economic Policy Review; Federal Reserve Bank of New York,,"Journal of Money, Credit and Banking"
7003275699,2007,Economic Policy Review; Federal Reserve Bank of New York,,"Journal of Money, Credit and Banking"
7003275699,2008,,,"Journal of Money, Credit and Banking"
7003275699,2009,,,"Journal of Money, Credit and Banking"
7003275699,2010,,,"Journal of Money, Credit and Banking"
7003289718,2009,,,Journal of International Economics
7003289718,2010,,,Journal of International Economics
7003289718,2011,,,Journal of International Economics
7003289718,2012,,,Journal of International Economics
7003289718,2013,,,Journal of International Economics
7003289718,2014,,,Journal of International Economics
7003289718,2015,,Review of World Economics,Journal of International Economics
7003289718,2016,,Review of World Economics,Journal of International Economics
7003289718,2017,,Review of World Economics,Journal of International Economics
7003289718,2018,,Review of World Economics,Journal of International Economics
7003289718,2019,,Review of World Economics,Journal of International Economics
7003382478,2000,Pacific Basin Finance Journal,International Review of Finance,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2001,Journal of Housing Economics,International Review of Finance,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2002,Journal of Housing Economics,International Review of Finance,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2003,Journal of Housing Economics,International Review of Finance,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2004,Journal of Housing Economics,International Review of Finance,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2005,Journal of Housing Economics,,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2006,Journal of Housing Economics,,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2007,Journal of Housing Economics,,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2008,Journal of Housing Economics,,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2009,Journal of Housing Economics,,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2010,Journal of Housing Economics,,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2011,Journal of Housing Economics,,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2012,Journal of Housing Economics,,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2013,Journal of Housing Economics,Foundations and Trends in Finance,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2014,Journal of Housing Economics,Foundations and Trends in Finance,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2015,Journal of Housing Economics,Foundations and Trends in Finance,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2016,Journal of Housing Economics,Foundations and Trends in Finance,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2017,Journal of Housing Economics,Foundations and Trends in Finance,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2018,Journal of Housing Economics,Foundations and Trends in Finance,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003382478,2019,Journal of Housing Economics,Foundations and Trends in Finance,Review of Financial and Quantitative Analysis; Journal of Real Estate Finance and Economics; Journal of Housing Economics; Real Estate Economics
7003408304,1990,,,Journal of Finance
7003408304,1991,,,Journal of Finance
7003408304,1992,,,Journal of Finance
7003408304,1993,,,Journal of Finance
7003408304,1994,Economic Letters,,Journal of Finance
7003408304,1995,,RAND Journal of Economics,Journal of Finance
7003408304,1996,,RAND Journal of Economics,Journal of Finance
7003408304,1997,,RAND Journal of Economics,Journal of Finance
7003408304,1998,,RAND Journal of Economics,Journal of Finance
7003408304,1999,,,Journal of Finance
7003408304,2000,Economic Letters,,Journal of Finance
7003408304,2001,,,Journal of Financial Services Research
7003408304,2002,,,Journal of Financial Services Research
7003408304,2003,,,Journal of Financial Services Research
7003408304,2004,,,Journal of Financial Services Research
7003408304,2005,,,Journal of Financial Services Research
7003408304,2006,,,Economic Letters
7003408304,2007,,,Economic Letters
7003408304,2008,,,Economic Letters
7003408304,2009,,,Economic Letters
7003408304,2010,,,Economic Letters
7003408304,2011,,,Economic Letters
7003408304,2012,,,Economic Letters
7003408304,2013,,,Economic Letters
7003408304,2014,,,Economic Letters
7003408304,2015,,,Economic Letters
7003408304,2016,,,Economic Letters
7003408304,2017,,,Economic Letters
7003408304,2018,,,Economic Letters
7003408304,2019,,,Economic Letters
7003433892,1993,,,Journal of Financial Intermediation
7003433892,1994,,,Journal of Financial Intermediation
7003433892,1995,,,Journal of Financial Intermediation
7003433892,1997,,Review of Financial Studies,
7003433892,1998,,Review of Financial Studies,
7003433892,1999,,Review of Financial Studies,
7003433892,2000,,Review of Financial Studies,Journal of Financial Services Research
7003433892,2001,,,Journal of Financial Services Research
7003433892,2002,,,Journal of Financial Services Research; Review of Economic Studies
7003433892,2003,,,Journal of Financial Services Research; Review of Economic Studies
7003433892,2004,,,Journal of Financial Services Research; Review of Economic Studies
7003433892,2005,,,Journal of Financial Services Research; Review of Economic Studies
7003433892,2006,,,Journal of Financial Services Research; Review of Economic Studies
7003433892,2007,,,Journal of Financial Services Research; Review of Economic Studies
7003433892,2010,,,Journal of Financial Stability
7003433892,2011,,,Journal of Financial Stability
7003433892,2012,,,Journal of Financial Stability
7003433892,2013,,,Journal of Financial Stability
7003433892,2014,,,Journal of Financial Stability
